time,load_mw,wind_onshore_pu,wind_offshore_pu,solar_pu
2020-12-31 23:00:00,2049.782322,0.019874,0.085219,0.000135
2021-01-01 00:00:00,1997.949899,0.015530,0.069132,0.000128
2021-01-01 01:00:00,1925.228978,0.009557,0.064219,0.000127
2021-01-01 02:00:00,1864.332901,0.006558,0.052816,0.000124
2021-01-01 03:00:00,1839.519202,0.005321,0.046766,0.000123
2021-01-01 04:00:00,1849.058056,0.003539,0.033675,0.000123
2021-01-01 05:00:00,1902.442340,0.002998,0.027489,0.000126
2021-01-01 06:00:00,1967.189645,0.003762,0.036524,0.000127
2021-01-01 07:00:00,2043.924864,0.004638,0.031955,0.000236
2021-01-01 08:00:00,2124.434852,0.004515,0.044570,0.007653
2021-01-01 09:00:00,2228.775078,0.004291,0.053458,0.031902
2021-01-01 10:00:00,2293.739680,0.003525,0.043466,0.064412
2021-01-01 11:00:00,2322.647329,0.002840,0.024383,0.075643
2021-01-01 12:00:00,2298.862240,0.002683,0.017440,0.059257
2021-01-01 13:00:00,2308.018983,0.002504,0.019937,0.032312
2021-01-01 14:00:00,2352.605204,0.002078,0.013518,0.007044
2021-01-01 15:00:00,2490.652691,0.002684,0.014708,0.000234
2021-01-01 16:00:00,2680.964574,0.005728,0.018009,0.000209
2021-01-01 17:00:00,2644.797095,0.008086,0.025433,0.000217
2021-01-01 18:00:00,2505.164164,0.007747,0.021150,0.000212
2021-01-01 19:00:00,2357.198975,0.005446,0.012004,0.000189
2021-01-01 20:00:00,2243.958017,0.002863,0.005459,0.000152
2021-01-01 21:00:00,2134.333946,0.002094,0.003534,0.000138
2021-01-01 22:00:00,2020.757202,0.001857,0.007591,0.000132
2021-01-01 23:00:00,1925.171419,0.003054,0.019640,0.000128
2021-01-02 00:00:00,1875.394326,0.003864,0.006893,0.000127
2021-01-02 01:00:00,1854.224127,0.003569,0.000559,0.000131
2021-01-02 02:00:00,1846.335155,0.004087,0.010322,0.000126
2021-01-02 03:00:00,1869.021604,0.005335,0.021680,0.000132
2021-01-02 04:00:00,1916.102230,0.005258,0.037740,0.000138
2021-01-02 05:00:00,2014.422218,0.003364,0.040112,0.000185
2021-01-02 06:00:00,2152.164896,0.004357,0.019684,0.000243
2021-01-02 07:00:00,2305.726753,0.004411,0.025728,0.000346
2021-01-02 08:00:00,2424.746321,0.003874,0.026326,0.011466
2021-01-02 09:00:00,2505.989066,0.003081,0.022926,0.051629
2021-01-02 10:00:00,2519.975710,0.004886,0.030596,0.087368
2021-01-02 11:00:00,2512.241416,0.004865,0.034507,0.104948
2021-01-02 12:00:00,2496.661565,0.006644,0.014999,0.086401
2021-01-02 13:00:00,2485.432701,0.005736,0.013473,0.047629
2021-01-02 14:00:00,2513.068124,0.009584,0.020636,0.010497
2021-01-02 15:00:00,2680.077806,0.016896,0.041293,0.000342
2021-01-02 16:00:00,2927.366340,0.029249,0.047560,0.000224
2021-01-02 17:00:00,2863.238293,0.041198,0.061872,0.000170
2021-01-02 18:00:00,2642.566341,0.055245,0.099582,0.000170
2021-01-02 19:00:00,2473.730424,0.067617,0.165283,0.000248
2021-01-02 20:00:00,2327.896424,0.080347,0.192277,0.000303
2021-01-02 21:00:00,2205.189611,0.075539,0.216300,0.000265
2021-01-02 22:00:00,2076.871200,0.079550,0.223412,0.000155
2021-01-02 23:00:00,1976.610318,0.092229,0.193935,0.000129
2021-01-03 00:00:00,1905.241337,0.099622,0.208410,0.000122
2021-01-03 01:00:00,1872.684526,0.127799,0.244218,0.000115
2021-01-03 02:00:00,1984.439464,0.143434,0.340000,0.000111
2021-01-03 03:00:00,2056.787382,0.169644,0.359585,0.000116
2021-01-03 04:00:00,2185.221152,0.129501,0.417589,0.000117
2021-01-03 05:00:00,2228.147475,0.152732,0.530585,0.000133
2021-01-03 06:00:00,2505.910092,0.131031,0.505291,0.000139
2021-01-03 07:00:00,2677.570578,0.149799,0.619329,0.000197
2021-01-03 08:00:00,2815.325950,0.172935,0.594738,0.007777
2021-01-03 09:00:00,2899.406672,0.195022,0.617865,0.029864
2021-01-03 10:00:00,2946.413456,0.246976,0.537876,0.055170
2021-01-03 11:00:00,2934.121112,0.231778,0.633061,0.073320
2021-01-03 12:00:00,2911.129475,0.244592,0.593223,0.064387
2021-01-03 13:00:00,2860.653420,0.243140,0.563929,0.035008
2021-01-03 14:00:00,2829.089815,0.254621,0.609056,0.007752
2021-01-03 15:00:00,3033.357519,0.276768,0.614956,0.000167
2021-01-03 16:00:00,3222.721136,0.298169,0.742189,0.000167
2021-01-03 17:00:00,3121.258547,0.392519,0.807254,0.000169
2021-01-03 18:00:00,2972.413905,0.288913,0.590933,0.000159
2021-01-03 19:00:00,2869.828169,0.277965,0.553240,0.000156
2021-01-03 20:00:00,2731.401276,0.264560,0.556546,0.000141
2021-01-03 21:00:00,2584.460785,0.275898,0.620126,0.000135
2021-01-03 22:00:00,2469.881125,0.274325,0.620266,0.000132
2021-01-03 23:00:00,2386.759803,0.267325,0.651182,0.000130
2021-01-04 00:00:00,2365.869849,0.265588,0.817884,0.000140
2021-01-04 01:00:00,2276.945901,0.274052,0.569289,0.000149
2021-01-04 02:00:00,2314.169525,0.248608,0.536200,0.000123
2021-01-04 03:00:00,2387.869427,0.240674,0.432005,0.000130
2021-01-04 04:00:00,2564.853237,0.243620,0.500038,0.000135
2021-01-04 05:00:00,2921.248452,0.255026,0.592660,0.000132
2021-01-04 06:00:00,3373.349849,0.266739,0.657020,0.000179
2021-01-04 07:00:00,3513.647545,0.300303,0.619550,0.000198
2021-01-04 08:00:00,3455.675619,0.303708,0.759026,0.004813
2021-01-04 09:00:00,3481.324936,0.395144,0.761525,0.021728
2021-01-04 10:00:00,3646.623734,0.277178,0.722005,0.038859
2021-01-04 11:00:00,3570.180808,0.315583,0.794093,0.042275
2021-01-04 12:00:00,3538.551267,0.353798,0.839496,0.038324
2021-01-04 13:00:00,3524.169365,0.327168,0.854177,0.023516
2021-01-04 14:00:00,3390.321642,0.323712,0.867810,0.006733
2021-01-04 15:00:00,3415.966981,0.343350,0.887600,0.000158
2021-01-04 16:00:00,3659.706270,0.371979,0.780213,0.000162
2021-01-04 17:00:00,3405.976303,0.396646,0.767122,0.000166
2021-01-04 18:00:00,3326.080094,0.331313,0.863142,0.000151
2021-01-04 19:00:00,3160.396960,0.326100,0.852893,0.000151
2021-01-04 20:00:00,3006.856150,0.310452,0.824182,0.000145
2021-01-04 21:00:00,2853.229201,0.286183,0.835072,0.000138
2021-01-04 22:00:00,2649.178706,0.312946,0.814639,0.000135
2021-01-04 23:00:00,2457.777240,0.378884,0.850654,0.000130
2021-01-05 00:00:00,2286.954502,0.380959,0.915857,0.000131
2021-01-05 01:00:00,2246.658623,0.351726,0.952497,0.000130
2021-01-05 02:00:00,2238.621308,0.344620,0.934484,0.000132
2021-01-05 03:00:00,2349.854171,0.363512,0.934055,0.000137
2021-01-05 04:00:00,2542.151494,0.346399,0.922388,0.000136
2021-01-05 05:00:00,2869.450656,0.342924,0.907846,0.000133
2021-01-05 06:00:00,3271.187191,0.369074,0.892249,0.000147
2021-01-05 07:00:00,3470.639148,0.350635,0.904326,0.000176
2021-01-05 08:00:00,3486.571305,0.342050,0.869627,0.005143
2021-01-05 09:00:00,3464.510276,0.325193,0.876996,0.022485
2021-01-05 10:00:00,3410.538654,0.344367,0.879437,0.038337
2021-01-05 11:00:00,3354.725380,0.365880,0.895761,0.048983
2021-01-05 12:00:00,3344.761420,0.378666,0.865948,0.049418
2021-01-05 13:00:00,3313.938697,0.364540,0.824948,0.031778
2021-01-05 14:00:00,3180.043533,0.357405,0.814324,0.008659
2021-01-05 15:00:00,3276.678916,0.349589,0.860522,0.000271
2021-01-05 16:00:00,3511.533547,0.333035,0.881648,0.000282
2021-01-05 17:00:00,3343.825327,0.333510,0.857728,0.000255
2021-01-05 18:00:00,3108.633991,0.336048,0.802665,0.000234
2021-01-05 19:00:00,2931.852491,0.333034,0.820002,0.000231
2021-01-05 20:00:00,2774.804996,0.348916,0.837467,0.000219
2021-01-05 21:00:00,2624.980660,0.348905,0.878772,0.000190
2021-01-05 22:00:00,2571.353074,0.330096,0.841330,0.000158
2021-01-05 23:00:00,2358.319971,0.332754,0.833508,0.000158
2021-01-06 00:00:00,2251.497021,0.341621,0.831067,0.000157
2021-01-06 01:00:00,2222.128873,0.334284,0.829486,0.000153
2021-01-06 02:00:00,2218.492589,0.326181,0.783194,0.000156
2021-01-06 03:00:00,2277.560747,0.337023,0.780537,0.000164
2021-01-06 04:00:00,2423.921901,0.376426,0.842723,0.000173
2021-01-06 05:00:00,2762.610935,0.430286,0.871231,0.000213
2021-01-06 06:00:00,3198.477850,0.455918,0.885751,0.000242
2021-01-06 07:00:00,3397.112395,0.480718,0.902283,0.000280
2021-01-06 08:00:00,3377.555122,0.481281,0.878358,0.002410
2021-01-06 09:00:00,3444.885360,0.489100,0.916897,0.013901
2021-01-06 10:00:00,3458.222777,0.503525,0.896348,0.026622
2021-01-06 11:00:00,3403.560962,0.493392,0.892084,0.029666
2021-01-06 12:00:00,3414.329959,0.478376,0.845368,0.022448
2021-01-06 13:00:00,3366.228732,0.472727,0.869185,0.011913
2021-01-06 14:00:00,3288.997151,0.480783,0.869538,0.002907
2021-01-06 15:00:00,3373.379012,0.482587,0.867710,0.000347
2021-01-06 16:00:00,3588.357638,0.467531,0.863328,0.000354
2021-01-06 17:00:00,3416.179161,0.440196,0.809162,0.000352
2021-01-06 18:00:00,3171.073764,0.418914,0.774335,0.000339
2021-01-06 19:00:00,2986.373030,0.389552,0.748077,0.000312
2021-01-06 20:00:00,2828.405899,0.355650,0.714360,0.000318
2021-01-06 21:00:00,2657.068421,0.344108,0.671492,0.000343
2021-01-06 22:00:00,2495.200778,0.338047,0.656141,0.000273
2021-01-06 23:00:00,2362.914268,0.332423,0.663813,0.000172
2021-01-07 00:00:00,2298.402452,0.315471,0.656821,0.000163
2021-01-07 01:00:00,2268.846185,0.305983,0.608770,0.000173
2021-01-07 02:00:00,2275.566207,0.301934,0.584264,0.000177
2021-01-07 03:00:00,2322.640770,0.290441,0.602419,0.000187
2021-01-07 04:00:00,2452.718053,0.265924,0.599696,0.000198
2021-01-07 05:00:00,2775.242014,0.243700,0.589810,0.000180
2021-01-07 06:00:00,3170.207351,0.222989,0.584936,0.000180
2021-01-07 07:00:00,3345.868397,0.209728,0.583963,0.000202
2021-01-07 08:00:00,3321.373103,0.199172,0.548865,0.002596
2021-01-07 09:00:00,3372.966245,0.183774,0.512630,0.009168
2021-01-07 10:00:00,3364.987393,0.167602,0.472781,0.016324
2021-01-07 11:00:00,3311.768065,0.146656,0.388052,0.020349
2021-01-07 12:00:00,3291.886601,0.146208,0.333852,0.020498
2021-01-07 13:00:00,3252.493167,0.150077,0.315136,0.014833
2021-01-07 14:00:00,3165.548122,0.152589,0.296974,0.004286
