time,load_mw,wind_onshore_pu,wind_offshore_pu,solar_pu
2019-12-31 23:00:00,1920.744995,0.242649,0.458401,0.000000
2020-01-01 00:00:00,1876.240723,0.300963,0.541791,0.000000
2020-01-01 01:00:00,1821.567139,0.362259,0.619663,0.000000
2020-01-01 02:00:00,1780.477051,0.454946,0.687966,0.000000
2020-01-01 03:00:00,1754.842773,0.506137,0.744612,0.000000
2020-01-01 04:00:00,1765.478638,0.538772,0.736552,0.000000
2020-01-01 05:00:00,1812.662109,0.532874,0.717472,0.000000
2020-01-01 06:00:00,1879.646606,0.522269,0.734568,0.000000
2020-01-01 07:00:00,1965.584229,0.559159,0.820765,0.000285
2020-01-01 08:00:00,2063.821045,0.608073,0.842290,0.016952
2020-01-01 09:00:00,2162.642578,0.639732,0.823395,0.048575
2020-01-01 10:00:00,2230.269531,0.683956,0.825864,0.075641
2020-01-01 11:00:00,2246.863770,0.668239,0.839097,0.097436
2020-01-01 12:00:00,2220.131104,0.620951,0.822411,0.094017
2020-01-01 13:00:00,2223.955811,0.610576,0.826336,0.044017
2020-01-01 14:00:00,2267.395508,0.631622,0.781776,0.007265
2020-01-01 15:00:00,2442.186035,0.641271,0.775482,0.000142
2020-01-01 16:00:00,2645.897705,0.632104,0.760371,0.000000
2020-01-01 17:00:00,2575.809814,0.615628,0.693146,0.000000
2020-01-01 18:00:00,2425.755371,0.599424,0.736865,0.000000
2020-01-01 19:00:00,2294.424072,0.566399,0.800299,0.000000
2020-01-01 20:00:00,2164.529541,0.559443,0.755256,0.000000
2020-01-01 21:00:00,2028.917725,0.595282,0.826273,0.000000
2020-01-01 22:00:00,1912.023193,0.616230,0.766959,0.000000
2020-01-01 23:00:00,1831.517822,0.602478,0.746857,0.000000
2020-01-02 00:00:00,1783.856934,0.573160,0.796040,0.000000
2020-01-02 01:00:00,1769.172974,0.575864,0.855376,0.000000
2020-01-02 02:00:00,1775.474854,0.603879,0.863288,0.000000
2020-01-02 03:00:00,1826.833984,0.642242,0.857171,0.000000
2020-01-02 04:00:00,1962.196533,0.666512,0.909220,0.000000
2020-01-02 05:00:00,2261.962891,0.710033,0.939294,0.000000
2020-01-02 06:00:00,2642.281250,0.736695,0.943281,0.000000
2020-01-02 07:00:00,2874.508301,0.751674,0.953037,0.000000
2020-01-02 08:00:00,2947.208496,0.768205,0.957407,0.003134
2020-01-02 09:00:00,3016.346436,0.781829,0.953841,0.011254
2020-01-02 10:00:00,2986.754883,0.770148,0.937836,0.016382
2020-01-02 11:00:00,2973.325439,0.754842,0.905618,0.017664
2020-01-02 12:00:00,2941.074951,0.753604,0.879203,0.013533
2020-01-02 13:00:00,2992.256592,0.754549,0.876897,0.006695
2020-01-02 14:00:00,2962.426758,0.776702,0.886866,0.000427
2020-01-02 15:00:00,3094.005371,0.827887,0.952568,0.000142
2020-01-02 16:00:00,3211.123779,0.856438,0.967834,0.000000
2020-01-02 17:00:00,3115.904053,0.875655,0.973417,0.000000
2020-01-02 18:00:00,2882.127930,0.891761,0.977672,0.000000
