time,load_mw,wind,solar,central_power,local_power,commercial_power,net_imports
2024-02-29 01:00:00,3033.43,3898.95,0.25,459.56,185.26,59.10,-1574.00
2024-02-29 02:00:00,3114.43,4004.58,0.22,437.29,188.91,59.94,-1580.60
2024-02-29 03:00:00,3221.85,4147.61,0.26,431.97,188.65,61.44,-1612.31
2024-02-29 04:00:00,3293.48,4224.68,0.29,429.35,189.25,62.66,-1617.05
2024-02-29 05:00:00,3354.02,4279.87,0.29,389.63,193.83,62.56,-1576.78
2024-02-29 06:00:00,3687.95,4304.26,7.81,402.91,205.40,62.80,-1299.84
2024-02-29 07:00:00,3901.85,4326.97,60.49,436.81,202.85,62.65,-1192.04
2024-02-29 08:00:00,3866.36,4172.10,127.76,463.47,193.46,59.70,-1154.65
2024-02-29 09:00:00,3723.23,4154.66,191.71,401.26,202.28,59.55,-1290.07
2024-02-29 10:00:00,3649.00,3877.45,191.57,481.43,202.14,62.26,-1169.59
2024-02-29 11:00:00,3614.55,3652.94,188.10,438.02,198.31,60.32,-927.73
2024-02-29 12:00:00,3679.25,3595.99,174.25,442.09,205.18,60.30,-803.09
2024-02-29 13:00:00,3505.60,3494.28,137.02,470.89,202.71,60.27,-864.11
2024-02-29 14:00:00,3469.35,3405.51,108.37,414.30,201.13,64.59,-729.31
2024-02-29 15:00:00,3477.81,3213.71,54.87,461.89,180.76,65.71,-503.81
2024-02-29 16:00:00,3322.66,3081.68,11.40,588.61,181.91,66.62,-612.36
2024-02-29 17:00:00,3288.41,3041.47,0.34,510.63,196.62,66.90,-532.23
2024-02-29 18:00:00,3079.14,2944.77,0.31,505.56,200.77,66.86,-643.66
2024-02-29 19:00:00,3036.05,2811.62,0.24,503.13,189.71,64.36,-537.52
2024-02-29 20:00:00,2998.30,2669.38,0.18,535.72,185.98,63.86,-461.31
2024-02-29 21:00:00,2843.68,2690.20,0.14,429.74,174.46,60.55,-515.69
2024-02-29 22:00:00,2694.97,2697.30,0.12,477.99,165.79,61.94,-712.31
2024-02-29 23:00:00,2766.80,2671.07,0.12,585.86,157.96,61.52,-714.00
2024-03-01 00:00:00,2720.44,2692.44,0.11,649.38,155.91,58.20,-839.65
2024-03-01 01:00:00,2632.06,2603.82,0.09,658.70,157.29,59.55,-851.53
2024-03-01 02:00:00,2548.40,2542.14,0.09,650.08,158.32,59.56,-865.93
2024-03-01 03:00:00,2525.66,2586.84,0.11,605.92,160.27,58.86,-890.28
2024-03-01 04:00:00,2634.71,2674.18,0.14,621.22,163.50,58.32,-886.81
2024-03-01 05:00:00,2844.71,2702.20,0.19,696.17,172.83,65.21,-796.08
2024-03-01 06:00:00,3128.88,2836.69,27.95,766.01,186.24,65.77,-757.89
2024-03-01 07:00:00,3225.51,2759.83,220.36,917.59,179.06,59.70,-915.07
2024-03-01 08:00:00,3242.61,2647.80,464.28,751.91,199.91,59.72,-885.24
2024-03-01 09:00:00,3237.77,2592.62,557.61,806.46,207.14,59.65,-989.96
2024-03-01 10:00:00,3190.72,2587.69,521.19,741.44,205.82,59.49,-929.26
2024-03-01 11:00:00,3110.82,2408.12,423.30,735.51,203.90,61.59,-725.97
2024-03-01 12:00:00,3029.20,1992.17,320.62,695.75,201.49,63.28,-248.67
2024-03-01 13:00:00,2897.53,1726.89,265.94,760.42,255.72,61.83,-177.65
2024-03-01 14:00:00,2864.18,1439.47,180.70,899.54,332.56,62.52,-55.18
2024-03-01 15:00:00,2866.26,1172.66,129.94,918.54,351.52,64.81,224.24
2024-03-01 16:00:00,2891.38,1078.75,31.84,973.58,497.49,81.21,223.32
2024-03-01 17:00:00,2887.68,1067.52,0.46,970.65,412.41,67.33,364.66
2024-03-01 18:00:00,2714.46,936.56,0.29,988.96,411.38,67.13,305.57
2024-03-01 19:00:00,2544.93,1046.82,0.21,862.44,367.92,62.61,200.54
2024-03-01 20:00:00,2482.42,1298.33,0.16,706.15,313.03,57.73,102.82
2024-03-01 21:00:00,2371.04,1433.97,0.14,704.50,283.56,59.45,-114.80
2024-03-01 22:00:00,2291.47,1227.16,0.12,749.47,276.96,60.91,-27.47
2024-03-01 23:00:00,2330.68,1161.70,0.10,736.29,266.19,60.64,101.55
2024-03-02 00:00:00,2373.98,1336.74,0.09,571.12,262.99,60.42,138.29
2024-03-02 01:00:00,2366.13,1611.08,0.08,585.82,267.39,60.56,-162.88
2024-03-02 02:00:00,2325.09,1721.59,0.09,540.45,249.43,60.65,-251.11
2024-03-02 03:00:00,2307.10,1992.32,0.10,591.27,258.48,55.56,-594.68
2024-03-02 04:00:00,2295.60,2330.61,0.13,494.63,255.08,55.07,-844.06
2024-03-02 05:00:00,2304.00,2475.43,0.17,499.55,258.24,57.28,-990.72
2024-03-02 06:00:00,2439.67,2543.54,11.92,488.08,186.78,60.76,-855.63
2024-03-02 07:00:00,2597.65,2278.26,99.55,571.77,172.84,61.35,-590.37
2024-03-02 08:00:00,2660.47,1903.97,328.44,645.35,179.52,60.38,-461.63
2024-03-02 09:00:00,2691.95,1456.90,595.47,609.76,182.40,55.63,-212.65
2024-03-02 10:00:00,2718.23,1243.80,640.37,570.00,186.89,56.33,16.49
2024-03-02 11:00:00,2723.07,963.76,631.13,492.19,185.26,56.54,389.80
2024-03-02 12:00:00,2729.82,694.94,657.05,511.25,192.93,55.56,613.47
2024-03-02 13:00:00,2619.56,482.02,704.36,578.52,282.46,61.33,506.42
2024-03-02 14:00:00,2474.51,369.50,586.13,624.91,318.45,59.11,511.98
2024-03-02 15:00:00,2490.93,375.97,393.47,698.36,337.04,60.82,620.85
2024-03-02 16:00:00,2590.44,511.21,98.07,762.73,409.43,66.63,737.99
2024-03-02 17:00:00,2661.77,773.33,1.99,848.75,418.04,65.14,550.23
2024-03-02 18:00:00,2510.33,1128.28,0.30,811.90,426.57,65.23,73.70
2024-03-02 19:00:00,2430.58,1361.86,0.24,673.97,376.28,61.02,-47.16
2024-03-02 20:00:00,2364.12,1495.26,0.16,683.23,315.31,59.28,-193.39
2024-03-02 21:00:00,2305.48,1749.95,0.14,612.80,281.51,59.27,-402.42
2024-03-02 22:00:00,2255.70,1895.89,0.12,531.92,279.40,59.66,-515.50
2024-03-02 23:00:00,2303.41,1961.55,0.11,504.59,180.17,59.29,-406.37
2024-03-03 00:00:00,2345.99,1833.78,0.10,482.20,159.57,56.14,-189.91
2024-03-03 01:00:00,2271.68,1909.79,0.10,473.12,156.93,56.29,-328.58
2024-03-03 02:00:00,2233.37,1960.90,0.09,457.20,154.43,54.90,-398.08
2024-03-03 03:00:00,2202.40,1931.73,0.10,493.03,154.29,53.34,-434.07
2024-03-03 04:00:00,2153.57,1880.45,0.10,463.90,155.05,54.26,-404.12
2024-03-03 05:00:00,2139.27,1856.99,0.13,521.12,153.16,56.90,-452.98
2024-03-03 06:00:00,2263.64,1774.89,6.88,550.66,153.97,58.86,-285.79
2024-03-03 07:00:00,2507.11,1898.36,59.07,585.69,162.84,58.36,-261.38
2024-03-03 08:00:00,2612.28,1926.38,125.39,637.89,181.03,53.58,-316.18
2024-03-03 09:00:00,2757.39,2086.44,165.56,468.06,178.62,53.72,-199.28
2024-03-03 10:00:00,2781.10,2130.54,229.21,466.17,176.16,55.56,-280.95
2024-03-03 11:00:00,2769.90,2010.75,288.19,444.84,151.45,54.44,-184.12
2024-03-03 12:00:00,2848.70,1945.09,297.01,431.13,150.19,56.09,-35.32
2024-03-03 13:00:00,2857.71,1976.40,246.99,437.26,196.19,55.53,-58.96
2024-03-03 14:00:00,2737.36,1991.13,182.74,472.58,271.39,55.29,-240.13
2024-03-03 15:00:00,2674.16,2011.32,108.93,610.76,291.64,60.10,-413.08
2024-03-03 16:00:00,2815.07,1843.01,33.43,668.26,361.72,66.14,-162.14
2024-03-03 17:00:00,2776.32,1848.67,0.24,801.01,414.61,67.85,-360.68
2024-03-03 18:00:00,2665.34,1901.87,0.18,785.43,386.89,67.10,-480.78
2024-03-03 19:00:00,2526.97,1805.82,0.14,652.38,374.68,63.29,-373.76
2024-03-03 20:00:00,2555.39,1700.95,0.11,664.04,346.49,62.22,-222.80
2024-03-03 21:00:00,2362.77,1604.11,0.10,622.34,345.50,62.02,-275.74
2024-03-03 22:00:00,2236.52,1502.61,0.09,597.01,298.72,60.24,-226.39
2024-03-03 23:00:00,2431.00,1555.96,0.10,670.83,189.73,59.98,-49.70
2024-03-04 00:00:00,2317.82,1422.73,0.09,723.80,180.85,60.26,-74.04
2024-03-04 01:00:00,2245.44,1219.62,0.08,768.09,403.68,77.55,-227.79
2024-03-04 02:00:00,2194.27,1136.13,0.08,738.90,309.86,66.09,-61.09
2024-03-04 03:00:00,2182.29,1174.47,0.09,699.80,185.99,58.37,59.36
2024-03-04 04:00:00,2459.06,1226.25,0.11,765.75,245.73,58.92,157.83
2024-03-04 05:00:00,2667.43,1364.78,0.28,925.20,384.88,59.18,-71.48
2024-03-04 06:00:00,3002.96,1478.11,16.77,923.15,413.13,66.15,101.14
2024-03-04 07:00:00,3192.84,1622.69,101.63,927.58,418.53,66.81,51.43
2024-03-04 08:00:00,3234.87,1847.13,202.54,909.60,500.54,70.60,-300.01
2024-03-04 09:00:00,3242.83,2056.72,363.08,670.10,398.21,60.25,-309.72
2024-03-04 10:00:00,3344.31,2347.05,627.19,615.54,351.09,58.60,-659.36
2024-03-04 11:00:00,3264.49,2516.94,928.57,625.74,387.19,62.61,-1260.76
2024-03-04 12:00:00,3290.82,2484.03,1033.66,650.04,324.68,58.03,-1263.83
2024-03-04 13:00:00,3152.54,2498.86,785.56,627.46,330.16,60.24,-1154.00
2024-03-04 14:00:00,3035.08,2617.14,465.79,560.09,327.40,58.91,-998.67
2024-03-04 15:00:00,2999.45,2708.58,248.06,664.30,330.79,60.58,-1017.04
2024-03-04 16:00:00,3081.45,2767.12,65.04,856.91,377.75,62.51,-1052.12
2024-03-04 17:00:00,3137.40,2890.60,0.73,802.37,379.94,59.84,-1000.17
2024-03-04 18:00:00,3016.42,3113.15,0.39,665.34,373.48,58.37,-1198.50
2024-03-04 19:00:00,2873.67,3153.82,0.31,601.98,318.99,57.72,-1263.29
2024-03-04 20:00:00,2785.06,3005.76,0.25,549.86,241.97,56.01,-1072.79
2024-03-04 21:00:00,2653.30,2954.73,0.19,474.38,196.27,52.41,-1028.58
2024-03-04 22:00:00,2538.93,3001.84,0.17,485.68,186.37,48.90,-1187.74
2024-03-04 23:00:00,2635.01,3049.32,0.16,586.47,144.48,52.95,-1202.01
2024-03-05 00:00:00,2631.03,3059.18,0.14,610.30,153.10,53.54,-1248.86
2024-03-05 01:00:00,2646.20,3083.64,0.13,593.93,154.11,52.98,-1242.39
2024-03-05 02:00:00,2593.30,3128.31,0.14,552.85,157.94,53.17,-1302.67
2024-03-05 03:00:00,2558.57,3173.89,0.15,525.04,162.53,54.93,-1361.55
2024-03-05 04:00:00,2699.36,3275.21,0.17,531.34,167.73,54.61,-1333.60
2024-03-05 05:00:00,2968.23,3352.60,0.27,535.19,251.70,61.40,-1236.92
2024-03-05 06:00:00,3257.93,3462.71,42.90,608.06,310.31,63.56,-1233.62
2024-03-05 07:00:00,3358.44,3571.30,171.54,694.85,324.71,62.99,-1470.76
2024-03-05 08:00:00,3457.66,3559.41,317.97,529.23,324.00,65.46,-1342.20
2024-03-05 09:00:00,3553.28,3460.44,483.31,490.44,318.77,62.07,-1265.68
2024-03-05 10:00:00,3518.86,3359.88,603.94,491.15,314.54,59.53,-1313.98
2024-03-05 11:00:00,3413.29,3255.84,596.16,508.39,320.62,59.07,-1330.71
2024-03-05 12:00:00,3468.19,3316.03,617.55,504.34,313.24,60.33,-1347.17
2024-03-05 13:00:00,3406.91,3391.40,465.07,501.80,303.98,57.91,-1317.11
2024-03-05 14:00:00,3273.71,3146.68,239.24,550.26,315.07,60.80,-1042.21
2024-03-05 15:00:00,3165.32,2653.23,127.50,567.67,328.72,60.64,-576.40
2024-03-05 16:00:00,3313.71,2414.00,37.23,665.33,398.88,64.36,-270.12
2024-03-05 17:00:00,3241.05,2278.40,0.53,762.05,411.48,68.12,-283.40
2024-03-05 18:00:00,3101.20,2308.09,0.34,747.74,407.67,68.82,-435.27
2024-03-05 19:00:00,2917.30,2311.18,0.28,780.35,384.06,68.60,-630.88
2024-03-05 20:00:00,2836.43,2480.61,0.23,576.48,411.28,66.68,-702.92
2024-03-05 21:00:00,2757.05,2549.04,0.19,560.05,336.73,60.28,-753.09
2024-03-05 22:00:00,2621.28,2523.56,0.16,630.51,290.73,61.50,-888.88
2024-03-05 23:00:00,2859.44,2129.29,0.13,706.43,195.02,61.05,-236.13
2024-03-06 00:00:00,2821.91,1755.65,0.11,704.58,177.85,60.62,119.31
2024-03-06 01:00:00,2786.19,1650.60,0.10,605.84,181.84,60.08,283.99
2024-03-06 02:00:00,2634.44,1650.22,0.11,614.22,189.85,59.93,116.44
2024-03-06 03:00:00,2677.55,1560.26,0.12,539.75,231.55,62.08,280.29
2024-03-06 04:00:00,2634.55,1556.95,0.14,657.15,288.24,62.39,65.96
2024-03-06 05:00:00,2894.49,1432.57,0.23,836.75,395.35,63.36,162.23
2024-03-06 06:00:00,3135.43,1224.09,8.16,841.89,460.94,67.59,528.74
2024-03-06 07:00:00,3270.75,1044.47,63.53,885.82,472.04,67.71,733.33
2024-03-06 08:00:00,3329.30,947.55,133.94,825.68,469.86,67.31,881.23
2024-03-06 09:00:00,3377.74,838.71,209.41,796.37,431.53,61.92,1035.97
2024-03-06 10:00:00,3437.19,739.40,285.85,724.12,341.01,57.14,1285.68
2024-03-06 11:00:00,3355.42,615.04,298.15,750.40,451.12,57.82,1178.47
2024-03-06 12:00:00,3455.79,539.14,284.70,665.24,311.40,51.75,1599.11
2024-03-06 13:00:00,3344.53,468.28,253.08,623.87,296.12,51.42,1647.88
2024-03-06 14:00:00,3157.38,396.58,162.09,706.36,340.78,51.01,1496.54
2024-03-06 15:00:00,3171.95,355.31,118.78,773.33,436.68,58.69,1425.12
2024-03-06 16:00:00,3274.13,300.83,27.93,784.91,450.08,66.18,1640.09
2024-03-06 17:00:00,3154.68,256.80,0.54,833.19,571.17,80.01,1408.61
2024-03-06 18:00:00,2957.25,255.03,0.38,894.74,635.28,86.56,1080.95
2024-03-06 19:00:00,2803.73,280.55,0.38,878.35,532.24,74.76,1033.46
2024-03-06 20:00:00,2775.23,276.71,0.32,760.80,371.06,61.94,1300.64
2024-03-06 21:00:00,2661.37,290.90,0.21,656.49,344.68,57.60,1307.78
2024-03-06 22:00:00,2540.91,303.96,0.21,686.43,304.42,50.75,1191.67
2024-03-06 23:00:00,2735.08,259.35,0.20,793.51,198.81,50.32,1429.45
2024-03-07 00:00:00,2840.59,250.21,0.22,776.99,182.24,50.35,1577.13
2024-03-07 01:00:00,2858.43,303.33,0.23,720.83,181.44,50.00,1599.19
2024-03-07 02:00:00,2817.20,349.22,0.21,642.13,181.73,51.24,1589.12
2024-03-07 03:00:00,2784.24,371.47,0.23,665.80,184.77,50.62,1508.01
2024-03-07 04:00:00,2684.62,350.92,0.24,816.67,273.67,49.61,1189.87
2024-03-07 05:00:00,2823.76,318.70,0.76,858.09,403.43,56.59,1182.50
2024-03-07 06:00:00,3108.41,315.89,70.96,876.21,469.28,67.10,1305.02
2024-03-07 07:00:00,3275.06,352.50,276.07,898.68,480.65,64.52,1198.92
2024-03-07 08:00:00,3275.43,361.43,442.96,873.10,470.70,64.54,1058.99
2024-03-07 09:00:00,3371.49,392.62,584.49,874.55,390.68,56.46,1069.06
2024-03-07 10:00:00,3391.04,467.30,763.70,657.05,357.61,47.29,1094.38
2024-03-07 11:00:00,3500.07,543.26,901.82,547.62,329.82,50.14,1123.68
2024-03-07 12:00:00,3461.66,537.18,1058.47,533.83,313.83,49.33,965.29
2024-03-07 13:00:00,3212.13,562.88,1033.31,566.02,315.17,51.50,679.34
2024-03-07 14:00:00,3064.92,484.10,838.11,591.25,347.43,50.62,749.52
2024-03-07 15:00:00,3025.61,436.35,487.01,641.74,380.31,57.66,1018.48
2024-03-07 16:00:00,3135.10,363.79,126.52,787.51,424.54,66.64,1362.23
2024-03-07 17:00:00,3113.12,370.29,3.08,800.44,436.95,67.67,1430.93
2024-03-07 18:00:00,2989.92,417.51,0.49,806.09,429.14,67.30,1265.73
2024-03-07 19:00:00,2868.22,441.04,0.41,809.80,370.30,64.08,1179.10
2024-03-07 20:00:00,2829.03,416.76,0.32,715.52,296.51,57.61,1338.72
2024-03-07 21:00:00,2669.11,436.47,0.28,683.61,416.08,66.56,1062.34
2024-03-07 22:00:00,2656.51,513.23,0.22,644.74,276.22,56.65,1161.76
2024-03-07 23:00:00,2730.05,464.44,0.19,721.08,247.72,48.74,1244.25
2024-03-08 00:00:00,2813.70,395.30,0.16,700.12,245.11,46.46,1422.91
2024-03-08 01:00:00,2804.84,365.60,0.11,716.88,246.30,47.38,1424.97
2024-03-08 02:00:00,2767.05,324.59,0.11,712.53,244.18,51.82,1430.27
2024-03-08 03:00:00,2792.14,342.38,0.13,714.79,225.79,53.01,1452.60
2024-03-08 04:00:00,2736.32,366.69,0.15,736.39,238.41,54.99,1336.16
2024-03-08 05:00:00,2894.19,383.87,0.45,858.41,341.52,60.41,1245.78
2024-03-08 06:00:00,3198.78,422.37,45.98,893.51,397.48,69.54,1366.10
2024-03-08 07:00:00,3316.13,461.52,233.06,904.78,379.67,68.35,1265.06
2024-03-08 08:00:00,3338.40,390.96,603.88,839.11,366.35,65.71,1068.63
2024-03-08 09:00:00,3451.88,366.36,1131.87,687.27,302.60,63.35,896.81
2024-03-08 10:00:00,3587.00,428.46,1446.09,620.46,198.42,56.76,832.95
2024-03-08 11:00:00,3514.95,503.59,1559.63,645.06,156.60,58.46,587.77
2024-03-08 12:00:00,3383.03,555.23,1559.45,641.09,160.99,57.13,404.97
2024-03-08 13:00:00,3258.12,571.92,1454.80,573.85,153.98,57.79,441.84
2024-03-08 14:00:00,3170.77,606.88,1180.59,584.44,156.56,59.48,578.78
2024-03-08 15:00:00,2991.09,752.48,670.10,658.58,199.62,61.63,644.80
2024-03-08 16:00:00,2943.03,944.91,170.21,793.07,324.65,68.21,637.88
2024-03-08 17:00:00,2972.76,1283.27,3.94,833.29,338.93,68.65,440.51
2024-03-08 18:00:00,2834.42,1578.44,0.44,829.03,334.80,70.87,16.98
2024-03-08 19:00:00,2740.61,1686.85,0.34,718.65,312.79,66.17,-47.76
2024-03-08 20:00:00,2773.07,1791.84,0.28,685.81,252.30,61.89,-22.71
2024-03-08 21:00:00,2642.22,1740.49,0.25,712.23,241.29,59.65,-115.29
2024-03-08 22:00:00,2643.89,1769.97,0.19,668.38,156.50,60.46,-14.83
2024-03-08 23:00:00,2590.05,1789.47,0.19,721.17,131.50,59.42,-114.82
2024-03-09 00:00:00,2627.46,1891.70,0.23,679.83,134.03,58.97,-140.56
2024-03-09 01:00:00,2619.70,1966.83,0.23,680.54,126.37,58.91,-216.22
2024-03-09 02:00:00,2640.85,2129.96,0.21,633.08,125.32,59.05,-309.78
2024-03-09 03:00:00,2672.35,2300.52,0.21,524.49,127.75,59.59,-343.19
2024-03-09 04:00:00,2698.48,2499.09,0.24,562.61,132.53,59.17,-558.28
2024-03-09 05:00:00,2829.97,2705.50,0.82,697.48,131.89,60.71,-769.42
2024-03-09 06:00:00,2820.78,2953.28,58.64,734.04,137.84,62.34,-1128.54
2024-03-09 07:00:00,2990.51,3324.36,211.99,781.58,144.52,63.19,-1538.36
2024-03-09 08:00:00,3166.34,3571.41,403.93,606.83,151.47,63.55,-1634.22
2024-03-09 09:00:00,3582.96,3829.42,584.90,450.42,147.56,53.28,-1486.03
2024-03-09 10:00:00,3891.67,3796.30,808.01,295.72,147.06,46.97,-1205.88
2024-03-09 11:00:00,3957.38,3553.47,747.00,258.98,115.36,44.71,-765.49
2024-03-09 12:00:00,3893.97,2618.31,697.79,266.62,112.97,45.42,149.37
2024-03-09 13:00:00,3850.96,3260.60,758.08,316.71,114.44,43.74,-645.98
2024-03-09 14:00:00,3246.63,3855.03,630.50,430.90,148.14,45.62,-1866.89
2024-03-09 15:00:00,3065.22,3841.52,415.85,643.37,155.84,58.40,-2053.11
2024-03-09 16:00:00,3031.48,3685.60,127.68,857.74,188.86,63.06,-1894.83
2024-03-09 17:00:00,3093.56,3587.97,3.46,876.72,191.91,63.94,-1633.74
2024-03-09 18:00:00,2886.83,3532.51,0.56,878.43,184.91,64.31,-1777.24
2024-03-09 19:00:00,2855.77,3513.17,0.46,868.70,172.99,63.81,-1766.75
2024-03-09 20:00:00,2949.22,3593.40,0.42,792.31,157.59,62.51,-1660.39
2024-03-09 21:00:00,2870.95,3567.02,0.36,760.20,153.05,53.62,-1666.69
2024-03-09 22:00:00,2815.50,3693.66,0.32,697.79,147.00,52.94,-1779.70
2024-03-09 23:00:00,2715.36,3726.52,0.17,585.27,118.48,51.53,-1770.10
2024-03-10 00:00:00,2758.58,3777.64,0.15,474.10,117.24,56.91,-1670.82
2024-03-10 01:00:00,2791.74,3794.88,0.13,420.30,109.59,59.76,-1596.15
2024-03-10 02:00:00,2731.89,3746.69,0.14,442.99,122.13,55.48,-1638.71
2024-03-10 03:00:00,2781.82,3754.17,0.14,402.35,127.90,53.41,-1559.38
2024-03-10 04:00:00,2859.10,3828.15,0.16,337.78,124.66,54.95,-1489.79
2024-03-10 05:00:00,2947.89,3872.56,0.18,335.83,117.88,59.38,-1441.21
2024-03-10 06:00:00,3035.26,3928.49,12.25,352.82,124.75,53.85,-1440.25
2024-03-10 07:00:00,3309.06,3997.16,63.55,423.91,121.04,51.94,-1351.64
2024-03-10 08:00:00,3397.11,4051.03,121.37,406.10,119.31,46.96,-1350.71
2024-03-10 09:00:00,3831.75,3978.33,158.64,286.97,119.31,45.66,-760.46
2024-03-10 10:00:00,3976.82,3787.36,189.20,302.27,112.66,45.34,-463.56
2024-03-10 11:00:00,4005.93,3936.48,208.49,312.24,106.23,41.23,-602.33
2024-03-10 12:00:00,4004.74,3905.56,244.96,328.09,110.65,42.38,-630.62
2024-03-10 13:00:00,3929.39,3942.77,286.23,287.40,104.22,42.26,-737.06
2024-03-10 14:00:00,3465.17,4235.57,215.87,409.52,147.43,57.49,-1604.39
2024-03-10 15:00:00,3164.06,4157.37,105.08,622.73,181.79,62.41,-1968.76
2024-03-10 16:00:00,3127.03,4176.66,30.69,801.41,274.24,62.81,-2222.63
2024-03-10 17:00:00,3109.46,4227.80,0.51,907.30,301.23,60.81,-2392.01
2024-03-10 18:00:00,3044.96,4373.56,0.25,897.53,305.43,61.57,-2596.92
2024-03-10 19:00:00,2966.01,4479.08,0.21,862.53,299.26,60.46,-2739.04
2024-03-10 20:00:00,2843.60,4502.15,0.19,855.12,235.36,59.28,-2811.95
2024-03-10 21:00:00,2668.79,4405.15,0.17,849.60,227.68,60.44,-2878.06
2024-03-10 22:00:00,2623.23,4259.15,0.17,764.04,228.11,60.01,-2691.75
2024-03-10 23:00:00,2801.07,4170.84,0.15,623.85,168.89,59.34,-2225.34
2024-03-11 00:00:00,2866.38,4142.41,0.15,606.56,163.91,57.78,-2107.74
2024-03-11 01:00:00,2728.66,4167.67,0.15,635.92,166.85,58.40,-2303.64
2024-03-11 02:00:00,2620.29,4145.30,0.14,593.53,164.51,57.85,-2344.29
2024-03-11 03:00:00,2571.22,4107.12,0.15,605.68,162.21,59.91,-2367.14
2024-03-11 04:00:00,2679.59,4124.77,0.17,726.58,172.78,60.78,-2408.92
2024-03-11 05:00:00,2976.26,4119.17,1.52,765.67,266.11,62.97,-2242.73
2024-03-11 06:00:00,3231.54,4192.02,68.70,863.26,384.80,66.70,-2347.58
2024-03-11 07:00:00,3383.02,4263.33,243.22,882.37,393.14,65.91,-2468.53
2024-03-11 08:00:00,3420.80,4247.05,456.24,872.91,378.69,64.88,-2602.42
2024-03-11 09:00:00,3531.67,4181.33,675.35,771.76,346.12,60.14,-2506.59
2024-03-11 10:00:00,3577.76,3982.10,762.26,702.89,332.91,53.00,-2258.57
2024-03-11 11:00:00,3487.61,3896.01,736.18,683.06,312.05,56.71,-2200.21
2024-03-11 12:00:00,3459.45,3798.45,645.66,674.34,293.04,58.63,-2014.30
2024-03-11 13:00:00,3390.54,3737.08,512.67,609.08,287.85,58.20,-1817.96
2024-03-11 14:00:00,3217.87,3464.83,268.38,644.29,313.53,59.55,-1536.27
2024-03-11 15:00:00,3243.58,3371.29,117.29,653.43,333.78,60.61,-1296.33
2024-03-11 16:00:00,3344.01,3176.80,28.65,712.53,380.52,66.17,-1024.18
2024-03-11 17:00:00,3283.80,2903.16,0.59,809.96,402.03,66.42,-901.84
2024-03-11 18:00:00,3094.35,2603.28,0.36,812.63,412.99,67.68,-806.14
2024-03-11 19:00:00,2934.41,2438.01,0.34,690.92,417.58,65.00,-680.84
2024-03-11 20:00:00,2809.15,2255.26,0.31,699.01,377.61,64.38,-591.04
2024-03-11 21:00:00,2669.27,2050.17,0.26,674.09,328.16,61.54,-448.39
2024-03-11 22:00:00,2567.00,1822.60,0.19,694.46,298.65,60.56,-312.79
2024-03-11 23:00:00,2578.49,1607.97,0.30,658.70,181.02,58.29,68.85
2024-03-12 00:00:00,2622.02,1336.45,0.19,654.88,154.15,58.67,414.39
2024-03-12 01:00:00,2542.81,1103.13,0.12,647.69,150.28,57.42,580.81
2024-03-12 02:00:00,2455.24,937.35,0.11,652.34,154.11,58.96,649.08
2024-03-12 03:00:00,2427.02,855.60,0.12,685.37,155.14,58.72,668.76
2024-03-12 04:00:00,2491.15,803.35,0.14,766.11,191.32,62.23,664.65
2024-03-12 05:00:00,2832.99,795.45,0.28,829.21,360.77,68.41,775.25
2024-03-12 06:00:00,3148.06,736.73,17.69,885.74,435.10,69.26,1000.05
2024-03-12 07:00:00,3213.94,662.95,73.52,860.58,461.55,69.90,1082.00
2024-03-12 08:00:00,3263.29,571.96,129.63,856.74,461.02,66.34,1174.05
2024-03-12 09:00:00,3338.52,583.58,200.34,830.69,414.72,64.25,1241.57
2024-03-12 10:00:00,3348.13,605.10,263.03,805.20,350.03,59.28,1261.97
2024-03-12 11:00:00,3299.14,500.81,312.71,704.10,322.91,59.82,1395.25
2024-03-12 12:00:00,3265.24,440.27,299.83,712.28,324.79,59.32,1425.23
2024-03-12 13:00:00,3237.27,344.05,240.99,796.21,326.60,60.38,1465.37
2024-03-12 14:00:00,3150.41,250.28,158.72,837.21,372.72,60.13,1467.66
2024-03-12 15:00:00,3115.33,191.05,81.45,892.10,422.38,63.82,1460.82
2024-03-12 16:00:00,3184.63,186.13,24.10,908.93,498.72,71.92,1491.02
2024-03-12 17:00:00,3125.21,226.36,0.62,934.45,484.76,71.91,1403.64
2024-03-12 18:00:00,3020.49,326.78,0.20,930.61,470.47,71.19,1217.63
2024-03-12 19:00:00,2966.69,387.19,0.14,917.16,406.93,68.32,1183.53
2024-03-12 20:00:00,2764.02,394.18,0.13,781.05,348.55,64.23,1172.59
2024-03-12 21:00:00,2613.41,279.99,0.12,688.36,203.91,61.02,1376.65
2024-03-12 22:00:00,2480.71,296.85,0.10,677.67,159.45,57.63,1285.57
2024-03-12 23:00:00,2558.88,383.10,0.08,682.89,153.18,58.01,1278.34
2024-03-13 00:00:00,2571.91,470.82,0.07,646.33,147.52,57.12,1246.71
2024-03-13 01:00:00,2550.22,474.03,0.06,601.58,149.03,58.17,1263.98
2024-03-13 02:00:00,2492.96,639.13,0.07,675.45,229.93,61.69,883.40
2024-03-13 03:00:00,2503.72,763.07,0.08,616.02,137.73,60.06,923.43
2024-03-13 04:00:00,2590.39,859.99,0.09,612.36,153.68,59.13,901.79
2024-03-13 05:00:00,2832.10,1062.74,2.62,791.34,351.79,63.24,556.82
2024-03-13 06:00:00,3057.18,1309.28,67.58,789.71,421.26,66.78,399.03
