time,load_mw,wind,solar,central_power,local_power,commercial_power,net_imports
2023-12-31 23:00:00,2737.95,2502.70,0.20,193.52,97.13,65.91,-125.82
2024-01-01 00:00:00,2600.62,2353.30,0.19,207.75,88.66,65.82,-119.40
2024-01-01 01:00:00,2765.98,2234.11,0.22,197.40,92.74,72.70,164.52
2024-01-01 02:00:00,2952.48,2201.16,0.22,185.04,63.85,62.62,435.24
2024-01-01 03:00:00,2940.75,1728.34,0.19,183.98,60.64,62.39,900.83
2024-01-01 04:00:00,2958.06,1722.58,0.25,184.08,57.25,62.97,926.56
2024-01-01 05:00:00,2943.87,1741.20,0.23,187.07,62.48,70.30,878.22
2024-01-01 06:00:00,2924.45,1843.88,0.25,195.83,65.88,70.65,743.61
2024-01-01 07:00:00,2879.31,1774.28,0.27,191.86,59.37,71.22,777.95
2024-01-01 08:00:00,2930.11,2193.74,8.04,194.24,63.33,73.63,392.77
2024-01-01 09:00:00,2835.56,2131.92,26.03,263.28,104.90,76.62,228.46
2024-01-01 10:00:00,2842.67,2022.36,40.62,277.17,117.94,78.33,301.90
2024-01-01 11:00:00,2818.30,1842.81,58.20,301.48,117.10,80.36,413.95
2024-01-01 12:00:00,2850.38,1739.41,56.02,319.62,114.99,80.20,535.72
2024-01-01 13:00:00,2848.39,1719.51,29.00,323.85,118.89,81.19,571.45
2024-01-01 14:00:00,2747.34,1777.19,5.70,402.79,141.80,81.68,333.65
2024-01-01 15:00:00,2716.68,1918.56,0.35,553.50,144.90,82.89,11.97
2024-01-01 16:00:00,2839.03,1963.01,0.41,631.77,146.58,86.18,6.57
2024-01-01 17:00:00,2748.76,2037.54,0.37,624.52,139.03,85.79,-143.02
2024-01-01 18:00:00,2638.95,2098.09,0.33,615.74,149.44,80.74,-309.88
2024-01-01 19:00:00,2562.16,2163.59,0.28,383.68,145.50,80.90,-216.29
2024-01-01 20:00:00,2808.30,2299.21,0.24,330.92,114.13,79.92,-20.62
2024-01-01 21:00:00,2802.09,2383.43,0.31,325.05,114.43,79.07,-104.66
2024-01-01 22:00:00,2642.74,2390.77,0.26,269.31,114.64,78.09,-214.80
2024-01-01 23:00:00,2836.30,2310.33,0.21,147.81,109.80,66.37,197.30
2024-01-02 00:00:00,2731.72,2175.80,0.20,105.31,113.00,64.37,268.59
2024-01-02 01:00:00,2828.91,2109.05,0.19,159.70,103.77,63.74,388.02
2024-01-02 02:00:00,2963.69,2101.73,0.16,216.56,73.17,60.38,507.26
2024-01-02 03:00:00,2931.36,2269.08,0.12,214.25,65.41,60.20,317.88
2024-01-02 04:00:00,2976.59,2606.33,0.17,259.78,70.56,63.52,-28.18
2024-01-02 05:00:00,3075.84,2996.44,0.24,358.28,114.73,79.60,-477.85
2024-01-02 06:00:00,3155.22,3205.98,0.29,538.88,183.26,81.36,-858.93
2024-01-02 07:00:00,3223.12,3458.21,0.40,564.65,256.74,83.88,-1144.90
2024-01-02 08:00:00,3276.66,3728.46,10.21,631.75,250.54,85.64,-1433.89
2024-01-02 09:00:00,3302.23,4037.65,41.23,619.08,298.69,89.64,-1787.99
2024-01-02 10:00:00,3283.56,4145.30,64.54,619.21,311.73,100.36,-1961.51
2024-01-02 11:00:00,3250.06,4223.90,71.55,630.30,325.88,102.25,-2107.78
2024-01-02 12:00:00,3310.30,4311.65,52.18,670.05,323.02,92.42,-2142.99
2024-01-02 13:00:00,3420.59,4441.82,27.12,659.57,329.61,90.48,-2132.01
2024-01-02 14:00:00,3360.57,4551.43,5.24,671.99,337.75,90.37,-2300.26
2024-01-02 15:00:00,3467.07,4690.51,0.83,674.07,372.10,91.36,-2365.88
2024-01-02 16:00:00,3618.61,4745.42,0.85,650.17,359.05,88.74,-2229.68
2024-01-02 17:00:00,3486.18,4771.09,0.81,653.99,323.58,89.68,-2357.04
2024-01-02 18:00:00,3838.81,4781.73,0.78,581.09,179.07,90.74,-1798.61
2024-01-02 19:00:00,3345.88,4763.77,0.76,609.03,167.06,85.79,-2284.52
2024-01-02 20:00:00,3765.88,4685.66,0.78,386.47,105.42,81.31,-1497.76
2024-01-02 21:00:00,3472.44,4713.31,0.76,346.97,95.46,80.53,-1768.60
2024-01-02 22:00:00,3441.43,4669.44,0.75,256.52,84.86,69.18,-1643.34
2024-01-02 23:00:00,3598.55,4628.51,0.76,215.01,71.85,63.32,-1384.90
2024-01-03 00:00:00,3756.29,4553.99,0.75,201.81,72.42,62.34,-1139.02
2024-01-03 01:00:00,3697.22,4547.79,0.72,187.97,89.73,62.80,-1195.79
2024-01-03 02:00:00,3615.30,4343.60,0.74,179.67,76.17,61.01,-1049.89
2024-01-03 03:00:00,3750.46,4123.40,0.71,169.65,56.38,60.53,-664.21
2024-01-03 04:00:00,3828.13,4062.29,0.74,169.46,55.89,61.60,-525.84
2024-01-03 05:00:00,3802.44,4349.45,0.81,197.37,66.89,74.07,-890.14
2024-01-03 06:00:00,3852.05,4547.46,1.19,271.88,100.35,79.81,-1152.89
2024-01-03 07:00:00,3780.55,4559.66,0.88,529.41,127.22,77.61,-1518.47
2024-01-03 08:00:00,3821.98,4540.94,13.57,529.84,132.71,75.40,-1474.77
2024-01-03 09:00:00,4010.79,4544.82,58.27,563.16,151.28,75.88,-1386.89
2024-01-03 10:00:00,3947.15,4525.95,91.96,564.04,142.97,73.55,-1455.58
2024-01-03 11:00:00,3963.03,4531.38,103.59,517.73,149.58,71.21,-1414.75
2024-01-03 12:00:00,3942.08,4496.42,74.91,521.87,155.75,71.75,-1382.97
2024-01-03 13:00:00,3851.16,4465.84,42.55,524.46,158.65,74.22,-1418.94
2024-01-03 14:00:00,3577.87,4406.31,13.46,599.26,229.30,73.72,-1748.58
2024-01-03 15:00:00,3672.93,4386.92,0.59,656.27,326.51,76.50,-1778.27
2024-01-03 16:00:00,3800.81,4388.30,0.61,697.46,380.25,80.68,-1750.89
2024-01-03 17:00:00,3596.60,4362.59,0.57,688.42,382.46,80.83,-1922.67
2024-01-03 18:00:00,3386.81,4345.62,0.59,689.44,379.45,79.74,-2112.43
2024-01-03 19:00:00,3222.33,4305.41,0.61,649.53,345.06,78.19,-2160.87
2024-01-03 20:00:00,3140.53,4240.80,0.50,653.95,190.30,72.45,-2021.68
2024-01-03 21:00:00,3236.84,4238.39,0.53,699.21,155.22,70.81,-1931.50
2024-01-03 22:00:00,3222.71,4294.71,0.56,712.59,142.38,72.22,-2003.93
2024-01-03 23:00:00,3288.71,4294.89,0.61,639.85,110.20,66.11,-1827.11
2024-01-04 00:00:00,3394.63,4283.22,0.65,585.60,108.68,64.78,-1652.47
2024-01-04 01:00:00,3561.31,4207.15,0.66,429.87,95.40,64.13,-1240.07
2024-01-04 02:00:00,3596.58,4125.22,0.64,352.82,90.94,64.32,-1041.52
2024-01-04 03:00:00,3541.26,4065.52,0.59,384.03,107.79,65.33,-1086.15
2024-01-04 04:00:00,3413.72,3906.25,0.54,615.43,163.42,64.27,-1340.33
2024-01-04 05:00:00,3246.29,3737.30,0.53,742.65,306.64,71.44,-1616.41
2024-01-04 06:00:00,3416.88,3573.38,0.49,875.52,378.88,74.86,-1490.40
2024-01-04 07:00:00,3509.83,3299.42,0.66,934.87,434.73,77.87,-1241.85
2024-01-04 08:00:00,3543.73,3057.47,22.38,1010.36,425.93,79.22,-1055.74
2024-01-04 09:00:00,3577.03,2766.02,79.05,1047.21,451.16,79.81,-850.35
2024-01-04 10:00:00,3586.60,2468.82,120.06,1092.55,455.76,78.96,-633.71
2024-01-04 11:00:00,3601.33,2136.25,151.62,1109.82,403.21,75.15,-278.88
2024-01-04 12:00:00,3600.55,1765.71,147.39,1208.42,408.96,74.71,-8.79
2024-01-04 13:00:00,3471.68,1466.42,113.26,1166.62,437.59,74.40,209.24
2024-01-04 14:00:00,3357.75,1328.76,39.65,1177.04,493.96,77.99,236.20
2024-01-04 15:00:00,3453.93,1233.97,1.61,1156.69,527.61,89.66,440.26
2024-01-04 16:00:00,3632.55,1259.86,0.29,1191.24,585.35,88.44,503.23
2024-01-04 17:00:00,3508.22,1261.45,0.27,1226.28,560.78,89.80,365.50
2024-01-04 18:00:00,3304.28,1216.22,0.20,1225.13,525.55,85.68,247.34
2024-01-04 19:00:00,3190.48,1189.70,0.17,1196.39,530.29,81.71,188.07
2024-01-04 20:00:00,3055.47,1209.37,0.14,1103.94,475.82,78.91,183.13
2024-01-04 21:00:00,2914.07,1303.21,0.12,959.88,471.11,81.47,94.12
2024-01-04 22:00:00,2804.74,1358.59,0.10,818.16,426.01,78.91,118.80
2024-01-04 23:00:00,2802.69,1366.16,0.12,708.16,366.55,78.54,279.01
2024-01-05 00:00:00,2849.69,1547.43,0.12,688.19,327.67,78.75,203.38
2024-01-05 01:00:00,3045.44,1607.49,0.17,701.73,301.94,77.75,352.20
2024-01-05 02:00:00,3073.63,1708.98,0.26,714.79,295.24,78.81,271.40
2024-01-05 03:00:00,3060.61,1975.62,0.22,698.36,303.47,79.63,-0.83
2024-01-05 04:00:00,3128.92,2078.37,0.22,708.59,307.82,80.19,-50.41
2024-01-05 05:00:00,3224.21,2184.65,0.30,732.47,343.27,81.51,-122.13
2024-01-05 06:00:00,3506.44,2317.48,0.37,747.35,425.71,91.66,-80.26
2024-01-05 07:00:00,3656.61,2497.81,0.95,706.29,454.31,94.90,-101.78
2024-01-05 08:00:00,3681.29,2594.32,27.88,742.41,476.71,98.51,-262.66
2024-01-05 09:00:00,3777.58,2793.91,96.89,793.74,491.69,96.85,-499.63
2024-01-05 10:00:00,3732.70,2948.00,176.93,818.75,570.37,99.71,-885.23
2024-01-05 11:00:00,3562.30,2988.56,172.42,863.20,468.53,89.57,-1024.22
2024-01-05 12:00:00,3479.02,3047.43,149.09,829.60,486.45,90.64,-1128.42
2024-01-05 13:00:00,3393.98,3091.97,100.28,855.63,503.53,89.07,-1250.79
2024-01-05 14:00:00,3332.65,3131.25,34.04,934.98,524.92,80.13,-1376.94
2024-01-05 15:00:00,3404.84,3125.31,0.74,1062.98,537.06,79.17,-1404.72
2024-01-05 16:00:00,3766.30,3030.67,0.61,1103.24,531.65,81.27,-985.43
2024-01-05 17:00:00,3657.70,2945.73,0.57,1170.66,539.43,82.72,-1085.70
2024-01-05 18:00:00,3515.16,2875.89,0.60,1060.31,540.21,80.84,-1046.98
2024-01-05 19:00:00,3329.61,2774.42,0.55,1022.79,523.47,80.13,-1076.05
2024-01-05 20:00:00,3243.75,2666.71,0.50,963.25,476.31,75.72,-943.03
2024-01-05 21:00:00,3127.91,2669.58,0.49,903.35,471.04,73.44,-994.26
2024-01-05 22:00:00,3015.42,2630.64,0.42,823.01,456.98,73.04,-972.93
2024-01-05 23:00:00,2778.75,2596.73,0.45,897.69,407.37,71.41,-1198.89
2024-01-06 00:00:00,2817.23,2455.39,0.45,851.42,401.94,72.31,-968.25
2024-01-06 01:00:00,2910.95,2408.71,0.48,849.41,390.67,69.88,-812.16
2024-01-06 02:00:00,2835.05,2357.37,0.45,835.94,381.73,71.04,-815.45
2024-01-06 03:00:00,2872.78,2306.16,0.45,813.21,381.14,72.50,-704.64
2024-01-06 04:00:00,2768.39,2327.73,0.44,803.17,386.06,74.28,-827.25
2024-01-06 05:00:00,2805.49,2280.86,0.43,802.00,406.75,75.27,-763.77
2024-01-06 06:00:00,2826.90,2177.00,0.51,960.60,461.16,83.63,-859.95
2024-01-06 07:00:00,2976.52,2145.85,0.96,1060.52,473.01,85.30,-793.06
2024-01-06 08:00:00,3088.32,2156.77,28.97,1086.30,487.18,85.50,-760.37
2024-01-06 09:00:00,3153.90,2029.60,129.70,1058.13,505.73,84.78,-658.05
2024-01-06 10:00:00,3106.02,1857.09,254.24,1133.58,528.60,86.80,-758.30
2024-01-06 11:00:00,3083.88,1747.91,329.59,1126.69,523.83,89.57,-737.66
2024-01-06 12:00:00,3018.89,1683.35,319.44,1056.71,515.89,88.60,-649.05
2024-01-06 13:00:00,3026.57,1638.05,194.49,1078.93,497.34,84.35,-470.55
2024-01-06 14:00:00,3024.51,1660.78,42.55,1090.16,514.91,83.23,-371.11
2024-01-06 15:00:00,3114.78,1593.25,1.87,1067.44,546.40,85.43,-183.52
2024-01-06 16:00:00,3335.93,1604.47,0.54,1087.94,555.02,91.21,-7.22
2024-01-06 17:00:00,3281.46,1577.77,0.43,1117.96,558.50,91.62,-68.79
2024-01-06 18:00:00,3087.96,1577.67,0.35,1149.78,552.04,87.01,-282.84
2024-01-06 19:00:00,2981.26,1484.47,0.37,1110.49,518.57,87.00,-223.59
2024-01-06 20:00:00,2948.08,1452.57,0.39,998.08,474.52,80.82,-62.23
2024-01-06 21:00:00,2825.89,1345.77,0.32,1009.36,437.14,82.01,-52.58
2024-01-06 22:00:00,2859.07,1255.60,0.31,838.09,421.54,79.77,260.72
2024-01-06 23:00:00,2867.60,1127.91,0.29,798.50,400.01,72.13,465.46
2024-01-07 00:00:00,2920.47,1032.55,0.30,818.09,395.25,70.67,599.96
2024-01-07 01:00:00,2909.97,912.08,0.31,853.19,392.23,70.05,678.58
2024-01-07 02:00:00,2932.40,832.99,0.26,822.14,382.99,69.30,821.15
2024-01-07 03:00:00,2930.39,811.19,0.14,803.64,383.37,68.22,860.29
2024-01-07 04:00:00,2935.09,818.14,0.12,807.96,387.93,68.93,848.49
2024-01-07 05:00:00,2937.31,831.86,0.13,851.13,377.58,71.21,801.86
2024-01-07 06:00:00,3065.79,828.85,0.13,825.31,418.12,81.48,908.37
2024-01-07 07:00:00,3180.51,852.76,1.22,885.45,410.67,85.25,941.63
2024-01-07 08:00:00,3293.46,843.63,59.24,889.60,469.43,85.11,942.77
2024-01-07 09:00:00,3288.22,814.14,219.63,919.94,507.28,84.89,738.42
2024-01-07 10:00:00,3229.53,642.81,370.66,1095.06,517.00,84.72,515.35
2024-01-07 11:00:00,3300.59,510.15,387.60,1092.47,505.69,83.92,716.82
2024-01-07 12:00:00,3296.58,576.56,354.33,1039.59,517.45,82.88,721.84
2024-01-07 13:00:00,3267.08,742.24,186.79,1051.63,502.99,83.55,695.93
2024-01-07 14:00:00,3250.88,850.36,46.67,1117.28,512.92,85.84,633.87
2024-01-07 15:00:00,3271.78,1026.68,0.64,1101.75,516.08,88.18,534.53
2024-01-07 16:00:00,3484.93,1225.22,0.29,1150.99,556.04,93.79,454.69
2024-01-07 17:00:00,3502.55,1443.31,0.28,1219.87,597.52,103.02,134.62
2024-01-07 18:00:00,3369.08,1594.33,0.24,1079.71,578.01,96.05,16.82
2024-01-07 19:00:00,3231.17,1620.90,0.18,1066.46,529.24,85.32,-74.86
2024-01-07 20:00:00,3139.72,1682.00,0.18,1099.84,522.13,82.79,-251.15
2024-01-07 21:00:00,2981.86,1669.61,0.15,961.07,481.11,83.18,-217.18
2024-01-07 22:00:00,2921.58,1633.91,0.11,844.05,466.75,82.72,-109.88
2024-01-07 23:00:00,3095.00,1715.93,0.10,819.19,412.50,73.20,70.17
2024-01-08 00:00:00,3072.21,1716.50,0.14,824.10,386.48,69.18,71.91
2024-01-08 01:00:00,3131.03,1449.48,0.14,857.13,376.78,68.55,375.03
2024-01-08 02:00:00,3115.58,1322.12,0.15,833.79,374.47,69.27,511.87
2024-01-08 03:00:00,3101.58,1270.97,0.17,832.37,377.40,70.75,546.03
2024-01-08 04:00:00,3189.14,1219.95,0.19,857.39,382.67,73.40,651.64
2024-01-08 05:00:00,3447.06,1209.81,0.25,890.59,472.06,82.29,788.14
2024-01-08 06:00:00,3663.17,1224.83,0.29,983.49,529.32,89.65,832.14
2024-01-08 07:00:00,3803.75,1160.24,1.20,1025.75,526.37,89.62,997.12
2024-01-08 08:00:00,3740.36,881.97,55.56,1146.53,537.19,89.56,1026.11
2024-01-08 09:00:00,3734.48,597.28,206.66,1120.42,590.62,93.07,1122.99
2024-01-08 10:00:00,3726.37,480.01,350.46,1047.02,584.67,92.28,1168.46
2024-01-08 11:00:00,3809.05,420.85,474.67,997.31,520.23,82.21,1310.34
2024-01-08 12:00:00,3921.57,344.48,437.61,1003.31,496.46,85.45,1550.83
2024-01-08 13:00:00,3796.93,334.28,271.10,1047.85,500.48,86.42,1553.36
2024-01-08 14:00:00,3511.95,357.12,80.32,1079.26,512.10,86.42,1393.26
2024-01-08 15:00:00,3597.12,394.18,1.86,1098.51,513.50,91.62,1493.99
2024-01-08 16:00:00,3760.13,403.42,0.42,1130.21,546.68,91.25,1584.74
2024-01-08 17:00:00,3628.35,387.86,0.33,1131.02,549.12,92.32,1464.27
2024-01-08 18:00:00,3435.78,297.29,0.20,1141.54,566.81,92.83,1333.70
2024-01-08 19:00:00,3290.82,263.18,0.17,1155.58,570.76,91.87,1205.88
2024-01-08 20:00:00,3312.02,232.92,0.14,1077.86,527.66,85.72,1384.43
2024-01-08 21:00:00,3199.98,258.51,0.11,1043.70,502.10,76.73,1315.46
2024-01-08 22:00:00,3076.72,324.78,0.11,929.18,481.81,74.51,1262.94
2024-01-08 23:00:00,3240.58,339.17,0.11,936.34,425.77,68.56,1467.23
2024-01-09 00:00:00,3279.80,368.67,0.09,981.22,422.68,69.53,1434.21
2024-01-09 01:00:00,3273.85,395.51,0.08,944.44,421.95,71.06,1437.41
2024-01-09 02:00:00,3231.80,410.30,0.07,902.75,424.21,71.14,1419.93
2024-01-09 03:00:00,3199.06,425.37,0.09,888.12,428.52,70.75,1382.82
2024-01-09 04:00:00,3200.28,426.04,0.11,971.48,435.81,72.01,1291.44
2024-01-09 05:00:00,3360.07,445.29,0.17,1019.01,495.60,85.50,1311.10
2024-01-09 06:00:00,3622.32,487.73,0.29,913.64,521.25,90.61,1605.19
2024-01-09 07:00:00,3727.81,470.39,1.33,840.91,578.37,97.04,1736.05
2024-01-09 08:00:00,3760.30,387.27,36.75,875.01,603.06,105.64,1749.10
2024-01-09 09:00:00,3777.50,375.06,113.51,805.70,609.41,106.89,1763.45
2024-01-09 10:00:00,3737.82,388.36,208.73,859.62,660.98,104.43,1511.82
2024-01-09 11:00:00,3608.37,414.26,245.43,932.62,554.13,86.98,1371.45
2024-01-09 12:00:00,3615.51,380.29,197.73,996.97,524.62,86.58,1425.83
2024-01-09 13:00:00,3532.32,328.94,131.60,1131.09,522.55,87.92,1326.73
2024-01-09 14:00:00,3434.82,314.18,39.84,1137.98,553.54,89.46,1296.34
2024-01-09 15:00:00,3481.70,258.73,0.64,1123.07,580.23,91.48,1424.09
2024-01-09 16:00:00,3650.26,174.96,0.28,1123.09,608.94,89.04,1650.44
2024-01-09 17:00:00,3494.30,119.30,0.23,1114.97,609.17,88.69,1558.65
2024-01-09 18:00:00,3342.43,110.23,0.16,1076.45,603.43,88.77,1460.11
2024-01-09 19:00:00,3126.02,113.08,0.13,1110.53,570.88,87.73,1240.38
2024-01-09 20:00:00,3005.75,131.87,0.11,1090.16,515.56,84.88,1179.60
2024-01-09 21:00:00,2908.77,123.79,0.10,1053.12,478.09,84.19,1165.88
2024-01-09 22:00:00,2810.39,129.17,0.08,1054.86,469.07,80.29,1073.28
2024-01-09 23:00:00,2792.34,114.43,0.09,1055.06,416.27,81.11,1121.76
2024-01-10 00:00:00,2828.89,103.22,0.08,1009.88,410.36,81.06,1220.66
2024-01-10 01:00:00,2798.49,92.26,0.07,971.78,413.67,80.31,1236.78
2024-01-10 02:00:00,2765.78,40.83,0.07,978.42,412.35,81.04,1249.46
2024-01-10 03:00:00,2744.38,9.52,0.14,942.77,406.40,79.27,1302.69
2024-01-10 04:00:00,2817.82,4.34,0.16,1057.12,417.15,79.45,1256.00
2024-01-10 05:00:00,3065.70,2.68,0.27,1100.96,478.12,82.40,1397.67
2024-01-10 06:00:00,3424.86,1.47,0.34,1098.29,535.21,86.87,1698.98
2024-01-10 07:00:00,3545.80,5.94,0.76,1205.55,578.08,102.28,1649.50
2024-01-10 08:00:00,3529.52,14.35,33.71,1221.08,653.09,113.46,1489.26
2024-01-10 09:00:00,3558.79,30.83,143.97,1181.61,583.21,96.84,1518.62
2024-01-10 10:00:00,3538.99,51.58,234.19,1172.74,549.31,96.25,1431.17
2024-01-10 11:00:00,3474.10,60.96,265.25,1186.47,514.38,94.54,1349.18
2024-01-10 12:00:00,3468.03,59.68,243.31,1140.45,495.97,93.67,1431.21
2024-01-10 13:00:00,3416.66,91.24,159.32,1098.10,512.89,92.76,1458.58
2024-01-10 14:00:00,3333.47,139.26,49.39,1135.30,528.96,87.15,1389.62
2024-01-10 15:00:00,3435.97,209.92,0.80,1117.53,542.47,88.01,1473.46
2024-01-10 16:00:00,3599.60,282.94,0.31,1140.73,553.34,88.75,1529.76
2024-01-10 17:00:00,3455.70,360.77,0.24,1123.11,564.48,87.90,1315.42
2024-01-10 18:00:00,3259.47,463.21,0.15,1124.27,556.24,87.63,1024.17
2024-01-10 19:00:00,3102.21,536.64,0.14,1143.48,541.62,86.81,789.73
2024-01-10 20:00:00,3008.03,642.53,0.11,1090.06,500.86,82.69,687.98
2024-01-10 21:00:00,2873.17,764.29,0.09,1087.70,458.61,81.14,477.56
2024-01-10 22:00:00,2804.83,825.66,0.09,998.78,440.41,80.78,455.34
2024-01-10 23:00:00,2773.96,864.17,0.08,1050.27,397.47,80.36,377.82
2024-01-11 00:00:00,2806.81,899.33,0.08,928.40,382.33,79.81,513.08
2024-01-11 01:00:00,2817.01,852.27,0.09,861.82,384.66,78.24,636.15
2024-01-11 02:00:00,2727.29,838.15,0.09,843.50,385.14,78.80,577.83
2024-01-11 03:00:00,2700.48,723.03,0.12,842.96,388.15,78.56,663.90
2024-01-11 04:00:00,2741.84,541.34,0.14,903.41,388.17,78.75,826.27
2024-01-11 05:00:00,2978.85,394.97,0.28,1143.92,434.40,82.96,918.56
2024-01-11 06:00:00,3335.17,284.78,0.28,1167.46,511.19,85.95,1281.80
2024-01-11 07:00:00,3490.88,239.13,1.27,1107.41,509.08,98.24,1532.07
2024-01-11 08:00:00,3455.74,209.75,56.21,1042.98,518.24,100.05,1524.96
2024-01-11 09:00:00,3511.18,271.19,196.82,1049.63,491.36,98.73,1399.71
2024-01-11 10:00:00,3479.05,261.09,330.12,1052.38,491.82,95.96,1243.91
2024-01-11 11:00:00,3366.52,281.15,375.37,1061.92,496.32,85.79,1062.21
2024-01-11 12:00:00,3385.33,321.54,353.12,1021.25,488.10,85.72,1111.83
2024-01-11 13:00:00,3304.60,459.47,240.92,1049.27,495.60,88.01,967.57
2024-01-11 14:00:00,3257.59,546.02,91.69,1102.37,495.55,91.29,926.89
2024-01-11 15:00:00,3351.08,522.88,3.01,1089.05,528.30,92.97,1111.10
2024-01-11 16:00:00,3551.16,507.29,0.39,1059.31,523.41,95.40,1361.59
2024-01-11 17:00:00,3401.68,375.16,0.27,1108.05,543.29,95.62,1275.53
2024-01-11 18:00:00,3210.79,285.70,0.18,1091.58,566.50,91.34,1171.73
2024-01-11 19:00:00,3086.00,187.96,0.15,1066.54,539.07,88.26,1200.28
2024-01-11 20:00:00,2990.50,101.74,0.12,1074.80,479.08,83.88,1247.13
2024-01-11 21:00:00,2861.77,107.28,0.10,1095.57,451.25,83.18,1120.85
2024-01-11 22:00:00,2768.69,198.87,0.10,1040.33,425.79,82.99,1017.45
2024-01-11 23:00:00,2777.06,364.41,0.11,970.28,365.31,80.79,993.01
2024-01-12 00:00:00,2844.26,588.92,0.11,915.74,343.87,79.64,912.79
2024-01-12 01:00:00,2826.53,918.16,0.12,880.75,548.31,89.51,386.34
2024-01-12 02:00:00,2866.65,1058.75,0.10,882.99,347.62,79.94,493.94
2024-01-12 03:00:00,2888.46,1315.05,0.14,852.39,338.91,80.61,298.21
2024-01-12 04:00:00,2909.52,1367.74,0.18,857.18,340.62,81.00,259.67
2024-01-12 05:00:00,3123.78,1305.37,0.22,994.49,385.38,82.61,352.57
2024-01-12 06:00:00,3414.18,1325.32,0.28,1040.61,484.82,94.64,465.38
2024-01-12 07:00:00,3536.80,1309.15,2.36,1020.43,498.99,104.44,598.30
2024-01-12 08:00:00,3495.45,1331.07,50.98,982.76,518.97,105.47,503.09
2024-01-12 09:00:00,3508.45,1221.54,212.09,1043.61,499.13,98.85,430.11
2024-01-12 10:00:00,3456.93,1288.89,421.81,918.19,489.24,97.32,238.35
2024-01-12 11:00:00,3342.08,1237.33,524.96,854.45,499.33,91.60,131.27
2024-01-12 12:00:00,3245.25,1103.42,498.41,881.89,492.97,90.15,175.26
2024-01-12 13:00:00,3132.06,1115.69,328.76,837.22,497.05,86.52,263.67
2024-01-12 14:00:00,3069.84,1228.66,110.53,941.94,499.79,88.79,196.98
2024-01-12 15:00:00,3184.02,1390.76,7.03,981.26,518.89,92.80,190.13
2024-01-12 16:00:00,3546.81,1514.71,0.49,990.78,525.96,93.49,418.22
2024-01-12 17:00:00,3459.21,1629.74,0.44,993.63,521.88,92.77,217.58
2024-01-12 18:00:00,3030.98,1673.33,0.46,986.73,669.03,113.43,-415.49
2024-01-12 19:00:00,2846.90,1845.99,0.39,860.71,507.43,89.36,-460.45
2024-01-12 20:00:00,2823.43,2130.88,0.36,805.16,435.05,84.88,-636.05
2024-01-12 21:00:00,2676.97,2377.25,0.41,786.97,387.83,84.11,-962.75
2024-01-12 22:00:00,2626.43,2719.41,0.43,707.49,374.25,83.05,-1261.37
2024-01-12 23:00:00,2725.77,3105.42,0.36,634.38,313.22,72.84,-1403.61
2024-01-13 00:00:00,2647.33,3363.74,0.38,645.37,305.53,72.13,-1742.98
2024-01-13 01:00:00,2625.78,3567.75,0.41,637.55,292.27,70.90,-1946.25
2024-01-13 02:00:00,2592.82,3544.06,0.47,745.17,279.91,70.28,-2050.24
2024-01-13 03:00:00,2571.20,3521.87,0.42,706.12,282.33,65.56,-2008.28
2024-01-13 04:00:00,2624.78,3651.30,0.36,607.48,284.98,66.63,-1989.16
2024-01-13 05:00:00,2527.80,3627.66,0.34,670.16,295.45,65.89,-2134.86
2024-01-13 06:00:00,2714.83,3891.38,0.54,678.80,339.09,68.21,-2266.35
2024-01-13 07:00:00,2864.32,4121.39,0.67,722.35,346.61,69.14,-2399.02
2024-01-13 08:00:00,3048.23,4184.42,28.85,864.27,348.28,79.41,-2460.17
2024-01-13 09:00:00,3003.22,4294.57,118.66,735.73,360.01,83.05,-2591.97
2024-01-13 10:00:00,2961.67,4362.83,244.61,725.97,374.30,80.91,-2830.13
2024-01-13 11:00:00,3159.60,4408.79,389.18,661.93,359.60,80.95,-2744.01
2024-01-13 12:00:00,3014.37,4455.84,339.78,569.68,357.61,84.28,-2796.00
2024-01-13 13:00:00,2916.92,4451.33,206.47,581.46,354.50,83.06,-2763.07
2024-01-13 14:00:00,2880.13,4402.90,70.32,645.38,358.07,72.26,-2671.98
2024-01-13 15:00:00,2995.99,4351.15,1.64,729.22,364.48,73.40,-2527.11
2024-01-13 16:00:00,3161.29,4215.29,0.77,775.18,397.08,73.19,-2303.43
2024-01-13 17:00:00,3096.07,4061.29,0.68,718.95,406.86,73.27,-2168.22
2024-01-13 18:00:00,2850.11,3962.77,0.57,797.40,395.70,71.14,-2380.87
2024-01-13 19:00:00,2897.22,3778.40,0.59,758.31,358.61,71.89,-2073.99
2024-01-13 20:00:00,2839.57,3609.12,0.44,718.44,332.41,71.76,-1895.98
2024-01-13 21:00:00,2830.68,3450.38,0.40,666.65,319.88,72.02,-1682.02
2024-01-13 22:00:00,2802.10,3253.78,0.45,749.28,320.75,68.25,-1593.81
2024-01-13 23:00:00,2684.59,3058.27,0.37,662.69,208.30,65.60,-1314.23
2024-01-14 00:00:00,2678.40,3024.87,0.26,664.60,184.70,65.81,-1265.43
2024-01-14 01:00:00,2616.73,2920.24,0.33,594.33,188.55,66.58,-1156.89
2024-01-14 02:00:00,2578.86,2847.78,0.35,579.88,185.32,66.66,-1104.71
2024-01-14 03:00:00,2554.50,2818.31,0.35,559.60,186.97,67.94,-1082.25
