# Biomethane available to the twelve zones at 2050,
# TWh of fuel a year. ONE system-wide ceiling, not a per-zone split.
# GENERATED by data/prepare.py -- do not edit by hand.
# Source: ENTSO-E/ENTSOG TYNDP 2024 Scenarios, Supply Inputs, sheet
#   3.5. 'Biomethane Cost Overview' (CC-BY-4.0), which
#   quotes Guidehouse, 'Gas for Climate: biomethane production
#   potentials in the EU'. EU-wide; there is no country breakdown.
# ALLOCATION IS OURS, NOT THE SOURCE'S: the EU total times these
#   zones' share of EU-27 electricity demand at the same horizon,
#   from the same TYNDP demand files. Norway is not in the EU and
#   is excluded from both the numerator and the potential.
# The key is defensible but not physically right -- digestion runs
#   on farmland and livestock, not on consumption, and Denmark in
#   particular produces more biogas per unit of demand than this
#   credits it with. Treat the ceiling as an order of magnitude.
eu_potential_twh,eu27_demand_twh,zones_demand_twh,zones_eu_members,share_of_eu27_demand,potential_twh_used
1654.0,3878.5,1097.3,DE+DK1+DK2+SE1+SE2+SE3+SE4,0.28291,467.9
