time,DK1,DK2,DE,NO2,SE3,SE4
2023-12-31 23:00:00,16.99,29.13,0.10,53.79,29.56,29.56
2024-01-01 00:00:00,28.14,28.46,0.01,48.98,28.46,28.46
2024-01-01 01:00:00,26.66,26.66,0.00,27.45,26.66,26.66
2024-01-01 02:00:00,4.14,24.48,-0.01,24.48,24.48,24.48
2024-01-01 03:00:00,-0.03,24.01,-0.03,24.01,24.01,24.01
2024-01-01 04:00:00,-0.02,15.88,-0.02,21.23,21.23,21.23
2024-01-01 05:00:00,-0.05,15.87,-0.05,22.62,22.62,22.62
2024-01-01 06:00:00,-0.02,22.04,-0.02,25.04,25.04,25.04
2024-01-01 07:00:00,0.00,25.42,0.00,26.24,26.24,26.24
2024-01-01 08:00:00,0.08,32.21,0.04,32.21,32.21,32.21
2024-01-01 09:00:00,41.34,41.34,0.06,47.71,41.34,41.34
2024-01-01 10:00:00,43.51,43.51,0.54,52.51,43.51,43.51
2024-01-01 11:00:00,43.02,43.02,2.24,56.57,43.02,43.02
2024-01-01 12:00:00,44.29,44.29,1.96,59.82,44.29,44.29
2024-01-01 13:00:00,46.24,46.24,1.04,62.06,46.24,46.24
2024-01-01 14:00:00,50.61,50.61,3.66,62.52,50.61,50.61
2024-01-01 15:00:00,59.47,59.47,43.06,63.19,59.47,59.47
2024-01-01 16:00:00,64.99,64.99,49.93,64.99,64.99,64.99
2024-01-01 17:00:00,61.74,61.74,58.00,63.58,61.74,61.74
2024-01-01 18:00:00,61.27,55.07,54.25,63.10,55.07,55.07
2024-01-01 19:00:00,59.97,48.01,48.01,62.15,48.01,48.01
2024-01-01 20:00:00,54.92,44.01,42.95,58.27,44.01,44.01
2024-01-01 21:00:00,47.65,45.20,47.09,52.58,45.20,45.20
2024-01-01 22:00:00,35.55,38.00,35.55,44.03,38.00,38.00
2024-01-01 23:00:00,30.59,38.00,30.59,38.00,38.00,38.00
2024-01-02 00:00:00,20.07,33.56,20.07,33.56,33.56,33.56
2024-01-02 01:00:00,31.03,32.03,31.03,32.03,32.03,32.03
2024-01-02 02:00:00,18.39,32.29,18.39,32.29,32.29,32.29
2024-01-02 03:00:00,11.08,36.70,11.08,36.70,36.70,36.70
2024-01-02 04:00:00,13.78,41.72,13.78,41.72,41.72,41.72
2024-01-02 05:00:00,47.63,49.18,47.63,49.18,49.18,49.18
2024-01-02 06:00:00,58.10,58.75,58.10,62.04,58.75,58.75
2024-01-02 07:00:00,65.67,65.67,65.67,65.67,65.67,65.67
2024-01-02 08:00:00,64.73,66.11,64.73,66.80,66.11,66.11
2024-01-02 09:00:00,68.98,68.98,68.98,71.08,68.98,68.98
2024-01-02 10:00:00,73.54,73.54,73.54,73.54,73.54,73.54
2024-01-02 11:00:00,78.16,78.16,78.16,78.16,78.16,78.16
2024-01-02 12:00:00,78.87,78.87,78.87,78.87,78.87,78.87
2024-01-02 13:00:00,79.24,79.24,79.24,79.24,79.24,79.24
2024-01-02 14:00:00,79.96,79.96,79.96,79.96,79.96,79.96
2024-01-02 15:00:00,81.46,81.46,83.46,81.46,81.46,81.46
2024-01-02 16:00:00,80.92,80.92,80.92,80.92,80.92,80.92
2024-01-02 17:00:00,74.95,74.95,74.95,74.95,74.95,74.95
2024-01-02 18:00:00,63.18,63.18,63.18,66.77,63.18,63.18
2024-01-02 19:00:00,57.11,57.11,57.11,64.92,57.11,57.11
2024-01-02 20:00:00,46.89,48.04,46.89,64.43,48.04,48.04
2024-01-02 21:00:00,40.00,40.00,40.00,62.61,40.99,40.99
2024-01-02 22:00:00,21.81,30.00,7.43,59.16,38.35,38.35
2024-01-02 23:00:00,1.04,20.00,-0.08,58.00,40.80,40.80
2024-01-03 00:00:00,-0.01,15.87,-1.23,58.39,39.21,39.21
2024-01-03 01:00:00,0.00,15.88,-1.30,58.41,37.36,37.36
2024-01-03 02:00:00,-0.01,15.88,-1.31,55.84,36.17,36.17
2024-01-03 03:00:00,0.00,15.94,-1.31,54.53,38.21,38.21
2024-01-03 04:00:00,0.02,20.04,-1.38,58.41,42.58,42.58
2024-01-03 05:00:00,1.09,49.44,1.09,62.70,49.44,49.44
2024-01-03 06:00:00,40.59,53.53,40.59,64.81,53.53,53.53
2024-01-03 07:00:00,59.61,63.48,59.61,65.60,63.48,63.48
2024-01-03 08:00:00,60.61,64.99,60.61,65.94,64.99,64.99
2024-01-03 09:00:00,57.00,60.19,57.00,66.42,60.19,60.19
2024-01-03 10:00:00,54.89,59.96,54.89,65.93,59.96,59.96
2024-01-03 11:00:00,59.80,59.80,53.89,65.60,59.80,59.80
2024-01-03 12:00:00,58.86,58.86,54.42,65.15,58.86,58.86
2024-01-03 13:00:00,60.86,64.99,60.86,65.76,64.99,64.99
2024-01-03 14:00:00,67.18,68.83,67.18,69.38,68.83,68.83
2024-01-03 15:00:00,73.59,73.59,73.59,73.59,73.59,73.59
2024-01-03 16:00:00,82.28,82.28,82.28,82.28,82.28,82.28
2024-01-03 17:00:00,82.97,82.97,82.97,82.97,82.97,82.97
2024-01-03 18:00:00,79.03,79.03,79.03,79.03,79.03,79.03
2024-01-03 19:00:00,73.23,73.23,73.23,73.23,73.23,73.23
2024-01-03 20:00:00,67.41,67.41,67.41,69.20,67.41,67.41
2024-01-03 21:00:00,65.00,65.00,65.00,65.42,65.00,65.00
2024-01-03 22:00:00,58.12,58.12,58.12,63.79,58.12,58.12
2024-01-03 23:00:00,57.30,58.71,57.30,64.03,58.71,58.71
2024-01-04 00:00:00,50.46,53.60,50.46,63.13,53.60,53.60
2024-01-04 01:00:00,40.00,54.44,40.00,62.61,54.44,54.44
2024-01-04 02:00:00,25.48,55.18,25.48,62.41,55.18,55.18
2024-01-04 03:00:00,35.00,58.25,35.00,62.08,58.25,58.25
2024-01-04 04:00:00,57.73,59.15,57.73,64.47,59.15,59.15
2024-01-04 05:00:00,72.65,72.65,72.65,70.38,72.65,72.65
2024-01-04 06:00:00,85.02,85.02,85.02,85.02,85.02,85.02
2024-01-04 07:00:00,91.47,91.47,91.47,91.47,91.47,91.47
2024-01-04 08:00:00,94.20,94.20,94.20,94.20,94.20,94.20
2024-01-04 09:00:00,91.61,91.98,91.61,91.98,91.98,91.98
2024-01-04 10:00:00,90.03,90.40,90.03,90.40,90.40,90.40
2024-01-04 11:00:00,86.30,86.69,86.30,86.69,86.69,86.69
2024-01-04 12:00:00,85.96,85.96,85.96,85.96,85.96,85.96
2024-01-04 13:00:00,92.11,92.11,92.11,92.11,92.11,92.11
2024-01-04 14:00:00,98.62,98.62,98.62,98.62,98.62,98.62
2024-01-04 15:00:00,105.73,105.73,105.73,105.73,105.73,105.73
2024-01-04 16:00:00,133.23,133.23,133.23,133.23,133.23,133.23
2024-01-04 17:00:00,144.65,144.65,144.65,144.65,144.65,144.65
2024-01-04 18:00:00,125.00,125.00,125.00,121.37,125.00,125.00
2024-01-04 19:00:00,103.59,103.59,103.59,100.58,103.59,103.59
2024-01-04 20:00:00,100.01,100.01,100.01,97.11,100.01,100.01
2024-01-04 21:00:00,94.86,94.86,94.86,92.11,94.86,94.86
2024-01-04 22:00:00,88.83,88.83,88.83,86.25,88.83,88.83
2024-01-04 23:00:00,86.08,88.83,86.08,88.83,88.83,88.83
2024-01-05 00:00:00,80.51,83.09,80.51,83.09,83.09,83.09
2024-01-05 01:00:00,77.01,80.00,77.01,79.47,80.00,80.00
2024-01-05 02:00:00,73.21,80.17,73.21,75.39,80.17,80.17
2024-01-05 03:00:00,74.05,82.49,74.05,76.26,82.49,82.49
2024-01-05 04:00:00,76.03,88.14,76.03,75.23,88.14,88.14
2024-01-05 05:00:00,81.00,109.79,81.00,78.65,109.79,109.79
2024-01-05 06:00:00,87.00,165.01,87.00,84.47,165.01,165.01
2024-01-05 07:00:00,89.57,299.01,89.57,86.98,299.01,299.01
2024-01-05 08:00:00,94.93,249.12,94.93,92.18,249.12,249.12
2024-01-05 09:00:00,96.28,255.86,96.28,93.49,255.86,255.86
2024-01-05 10:00:00,98.22,211.11,98.22,95.37,211.11,211.11
2024-01-05 11:00:00,92.24,203.28,92.24,89.56,203.28,203.28
2024-01-05 12:00:00,91.54,196.98,91.54,88.89,196.98,196.98
2024-01-05 13:00:00,96.41,197.86,96.41,93.62,197.86,197.86
2024-01-05 14:00:00,100.05,299.94,100.05,97.15,299.94,299.94
2024-01-05 15:00:00,102.97,449.64,102.97,99.98,449.64,449.64
2024-01-05 16:00:00,107.38,526.25,107.38,104.26,526.25,526.25
2024-01-05 17:00:00,108.45,349.95,108.45,111.68,349.95,349.95
2024-01-05 18:00:00,103.96,181.91,103.96,100.95,181.91,181.91
2024-01-05 19:00:00,100.09,149.60,100.09,103.08,149.60,149.60
2024-01-05 20:00:00,94.19,112.82,94.19,97.00,112.82,112.82
2024-01-05 21:00:00,94.92,100.10,94.92,97.75,100.10,100.10
2024-01-05 22:00:00,86.80,92.87,86.80,89.39,92.87,92.87
2024-01-05 23:00:00,82.25,84.88,82.25,84.88,84.88,84.88
2024-01-06 00:00:00,80.20,83.20,80.20,82.77,83.20,83.20
2024-01-06 01:00:00,76.13,82.03,76.13,78.56,82.03,82.03
2024-01-06 02:00:00,73.01,82.18,73.01,75.35,82.18,82.18
2024-01-06 03:00:00,73.01,82.53,73.01,75.35,82.53,82.53
2024-01-06 04:00:00,74.59,84.13,74.59,76.98,84.13,84.13
2024-01-06 05:00:00,75.10,84.48,75.10,77.50,84.48,84.48
2024-01-06 06:00:00,81.39,87.43,81.39,84.00,87.43,87.43
2024-01-06 07:00:00,88.40,90.87,88.40,90.87,90.87,90.87
2024-01-06 08:00:00,92.23,94.98,92.23,94.98,94.98,94.98
2024-01-06 09:00:00,97.30,100.41,97.30,100.41,100.41,100.41
2024-01-06 10:00:00,100.43,103.65,100.43,103.65,103.65,103.65
2024-01-06 11:00:00,99.16,102.33,99.16,102.33,102.33,102.33
2024-01-06 12:00:00,95.22,97.75,95.22,97.75,97.75,97.75
2024-01-06 13:00:00,92.55,95.51,92.55,95.51,95.51,95.51
2024-01-06 14:00:00,95.09,98.50,95.09,97.74,98.50,98.50
2024-01-06 15:00:00,99.85,110.00,99.85,102.83,110.00,110.00
2024-01-06 16:00:00,104.69,118.27,104.27,107.82,118.27,118.27
2024-01-06 17:00:00,103.84,106.94,103.63,106.94,106.94,106.94
2024-01-06 18:00:00,99.31,102.27,99.00,102.27,102.27,102.27
2024-01-06 19:00:00,92.23,94.98,92.14,94.98,94.98,94.98
2024-01-06 20:00:00,88.00,90.63,88.00,90.63,90.63,90.63
2024-01-06 21:00:00,86.75,89.34,86.57,89.34,89.34,89.34
2024-01-06 22:00:00,80.03,82.80,79.87,82.43,82.80,82.80
2024-01-06 23:00:00,86.15,86.15,84.08,86.15,86.15,86.15
2024-01-07 00:00:00,82.46,82.46,79.82,82.46,82.46,82.46
2024-01-07 01:00:00,76.92,79.22,76.76,79.22,79.22,79.22
2024-01-07 02:00:00,75.28,77.53,73.46,77.53,77.53,77.53
2024-01-07 03:00:00,73.33,76.89,71.86,75.52,76.89,76.89
2024-01-07 04:00:00,73.78,77.42,72.08,75.98,77.42,77.42
2024-01-07 05:00:00,75.14,78.45,74.90,77.38,78.45,78.45
2024-01-07 06:00:00,78.04,80.37,77.69,80.37,80.37,80.37
2024-01-07 07:00:00,81.79,84.21,81.79,84.21,84.21,84.21
2024-01-07 08:00:00,85.03,87.57,84.86,87.57,87.57,87.57
2024-01-07 09:00:00,87.15,89.75,87.15,89.75,89.75,89.75
2024-01-07 10:00:00,89.32,91.99,89.14,91.99,91.99,91.99
2024-01-07 11:00:00,91.50,91.50,88.66,91.50,91.50,91.50
2024-01-07 12:00:00,87.52,87.52,84.81,87.52,87.52,87.52
2024-01-07 13:00:00,85.03,87.23,84.34,87.23,87.23,87.23
2024-01-07 14:00:00,88.01,90.64,88.01,90.64,90.64,90.64
2024-01-07 15:00:00,93.42,96.21,93.42,96.21,96.21,96.21
2024-01-07 16:00:00,101.77,104.27,101.77,104.27,104.27,104.27
2024-01-07 17:00:00,104.85,106.09,104.85,106.09,106.09,106.09
2024-01-07 18:00:00,103.55,103.55,103.55,103.55,103.55,103.55
2024-01-07 19:00:00,100.50,100.50,100.50,100.50,100.50,100.50
2024-01-07 20:00:00,93.31,93.31,93.31,93.31,93.31,93.31
2024-01-07 21:00:00,91.17,91.17,91.17,91.17,91.17,91.17
2024-01-07 22:00:00,83.86,83.86,83.86,83.86,83.86,83.86
2024-01-07 23:00:00,87.02,87.02,87.02,87.02,87.02,87.02
2024-01-08 00:00:00,84.32,84.32,84.32,84.32,84.32,84.32
2024-01-08 01:00:00,81.82,81.82,81.82,81.82,81.82,81.82
2024-01-08 02:00:00,79.11,79.11,79.11,80.63,79.11,79.11
2024-01-08 03:00:00,78.48,78.48,78.48,79.04,78.48,78.48
2024-01-08 04:00:00,82.10,82.10,82.10,82.10,82.10,82.10
2024-01-08 05:00:00,94.30,94.30,94.30,94.30,94.30,94.30
2024-01-08 06:00:00,111.10,111.22,111.10,107.87,111.22,111.22
2024-01-08 07:00:00,121.11,121.11,121.11,117.60,121.11,121.11
2024-01-08 08:00:00,117.83,120.73,117.83,120.73,120.73,120.73
2024-01-08 09:00:00,110.60,113.90,110.60,113.90,113.90,113.90
2024-01-08 10:00:00,103.00,105.54,103.00,101.38,105.54,105.54
2024-01-08 11:00:00,95.50,97.84,95.50,92.73,97.84,97.84
2024-01-08 12:00:00,94.03,94.88,92.60,92.52,94.88,94.88
2024-01-08 13:00:00,102.33,102.46,100.00,99.36,102.46,102.46
2024-01-08 14:00:00,107.98,110.64,107.98,104.85,110.64,110.64
2024-01-08 15:00:00,123.83,128.00,116.87,120.24,128.00,128.00
2024-01-08 16:00:00,129.15,132.31,129.13,125.41,132.31,132.31
2024-01-08 17:00:00,130.01,130.01,130.01,126.24,130.01,130.01
2024-01-08 18:00:00,122.12,122.12,122.12,118.57,122.12,122.12
2024-01-08 19:00:00,114.21,114.21,114.21,110.90,114.21,114.21
2024-01-08 20:00:00,102.83,102.83,102.83,99.85,99.85,102.83
2024-01-08 21:00:00,99.98,99.98,99.98,97.08,97.08,99.98
2024-01-08 22:00:00,91.49,91.49,91.49,88.83,88.83,91.49
2024-01-08 23:00:00,88.16,88.16,88.16,85.43,85.43,87.82
2024-01-09 00:00:00,87.04,87.04,87.04,84.34,73.92,86.69
2024-01-09 01:00:00,85.00,85.00,85.00,82.54,40.59,85.00
2024-01-09 02:00:00,84.14,84.14,84.14,81.70,29.17,84.13
2024-01-09 03:00:00,85.72,85.72,85.72,83.23,26.88,85.41
2024-01-09 04:00:00,89.28,89.28,89.28,86.34,40.51,89.28
2024-01-09 05:00:00,108.51,108.51,108.51,88.98,88.98,108.51
2024-01-09 06:00:00,124.06,124.06,124.06,94.88,94.88,123.22
2024-01-09 07:00:00,133.24,133.25,133.24,129.11,129.11,133.25
2024-01-09 08:00:00,120.91,120.91,120.91,117.16,117.16,120.89
2024-01-09 09:00:00,113.19,113.19,113.19,109.91,109.91,112.78
2024-01-09 10:00:00,105.78,105.78,105.78,102.50,102.50,105.40
2024-01-09 11:00:00,100.22,100.22,100.22,97.11,97.11,100.00
2024-01-09 12:00:00,100.82,100.82,100.82,97.69,97.69,100.60
2024-01-09 13:00:00,110.89,112.36,110.89,107.45,107.45,112.36
2024-01-09 14:00:00,119.40,121.09,119.40,115.69,115.69,121.09
2024-01-09 15:00:00,127.85,130.99,127.85,123.88,123.88,130.99
2024-01-09 16:00:00,137.84,137.95,137.84,133.56,133.56,137.95
2024-01-09 17:00:00,137.80,137.80,137.80,133.53,133.53,137.72
2024-01-09 18:00:00,130.43,130.43,130.43,126.38,126.38,130.33
2024-01-09 19:00:00,120.24,120.24,120.24,116.51,116.51,117.36
2024-01-09 20:00:00,111.68,111.68,111.68,99.96,99.96,109.00
2024-01-09 21:00:00,106.18,106.18,106.18,91.69,89.98,103.63
2024-01-09 22:00:00,97.09,97.09,97.09,90.91,50.92,94.76
2024-01-09 23:00:00,89.29,89.29,89.29,86.52,37.99,87.15
2024-01-10 00:00:00,86.76,86.76,86.76,84.07,34.60,84.67
2024-01-10 01:00:00,86.73,86.73,86.73,84.04,27.99,84.64
2024-01-10 02:00:00,86.09,86.09,86.09,83.42,27.40,84.02
2024-01-10 03:00:00,86.30,86.30,86.30,83.63,32.11,84.23
2024-01-10 04:00:00,89.05,89.05,89.05,82.45,80.00,89.05
2024-01-10 05:00:00,108.88,108.88,108.88,82.74,82.74,108.88
2024-01-10 06:00:00,126.29,129.40,126.29,96.89,96.89,129.40
2024-01-10 07:00:00,141.28,143.00,141.28,136.90,136.90,143.00
2024-01-10 08:00:00,130.39,130.39,130.39,126.35,126.35,130.39
2024-01-10 09:00:00,118.56,121.47,118.56,114.88,114.88,121.47
2024-01-10 10:00:00,109.13,109.13,109.13,105.97,105.97,109.13
2024-01-10 11:00:00,102.21,102.21,102.21,98.82,98.82,102.21
2024-01-10 12:00:00,105.61,108.20,105.61,91.49,91.49,108.20
2024-01-10 13:00:00,112.91,115.68,112.91,109.41,94.99,115.68
2024-01-10 14:00:00,123.80,123.80,123.80,119.96,99.32,123.80
2024-01-10 15:00:00,134.64,134.64,134.64,122.06,122.06,134.64
2024-01-10 16:00:00,143.79,143.79,143.79,139.19,139.19,143.79
2024-01-10 17:00:00,140.00,140.00,140.00,135.66,94.92,136.64
2024-01-10 18:00:00,132.15,132.15,132.15,128.06,42.93,128.98
2024-01-10 19:00:00,120.00,120.00,120.00,116.28,25.09,117.12
2024-01-10 20:00:00,109.76,109.76,109.76,100.52,25.32,107.12
2024-01-10 21:00:00,104.49,104.49,104.49,89.46,24.43,83.10
2024-01-10 22:00:00,90.90,96.03,96.03,85.04,21.50,30.07
2024-01-10 23:00:00,91.75,91.75,91.75,88.90,21.09,83.10
2024-01-11 00:00:00,88.59,88.59,88.59,85.84,21.85,21.85
2024-01-11 01:00:00,87.25,87.25,87.25,84.54,24.39,24.39
2024-01-11 02:00:00,82.38,82.38,82.38,79.83,27.01,27.01
2024-01-11 03:00:00,81.95,81.95,81.95,79.57,28.77,28.77
2024-01-11 04:00:00,89.36,89.36,89.36,83.75,34.36,34.36
2024-01-11 05:00:00,102.07,102.07,102.07,86.74,41.94,99.62
2024-01-11 06:00:00,116.86,116.86,116.86,110.07,53.51,114.06
2024-01-11 07:00:00,141.00,141.00,141.00,136.63,89.99,137.62
2024-01-11 08:00:00,129.16,129.16,129.16,125.03,125.03,126.06
2024-01-11 09:00:00,113.65,113.65,113.65,110.01,110.01,110.92
2024-01-11 10:00:00,106.48,106.48,106.48,103.29,103.29,103.92
2024-01-11 11:00:00,99.38,99.38,99.38,96.30,96.30,97.00
2024-01-11 12:00:00,99.00,99.00,99.00,95.93,95.93,99.00
2024-01-11 13:00:00,105.98,105.98,105.98,102.69,102.69,105.98
2024-01-11 14:00:00,117.96,117.96,117.96,114.30,117.96,117.96
2024-01-11 15:00:00,137.35,137.35,137.35,133.09,137.35,137.35
2024-01-11 16:00:00,150.09,150.09,150.09,145.44,150.09,150.09
2024-01-11 17:00:00,136.69,136.69,136.69,132.45,136.69,136.69
2024-01-11 18:00:00,132.31,132.31,132.31,128.21,132.31,132.31
2024-01-11 19:00:00,117.88,118.95,117.88,114.22,117.88,118.95
2024-01-11 20:00:00,107.19,107.19,107.19,103.76,103.76,107.19
2024-01-11 21:00:00,100.00,100.00,100.00,94.49,94.49,100.00
2024-01-11 22:00:00,97.22,97.22,97.22,85.74,85.74,96.97
2024-01-11 23:00:00,91.04,91.04,91.04,86.53,86.53,90.94
2024-01-12 00:00:00,88.22,88.22,88.22,83.30,83.30,86.11
2024-01-12 01:00:00,85.22,85.22,85.22,81.25,81.25,83.17
2024-01-12 02:00:00,84.63,84.63,84.63,79.84,79.84,82.60
2024-01-12 03:00:00,84.34,84.34,84.34,79.98,79.98,82.32
2024-01-12 04:00:00,84.24,85.32,85.32,81.80,81.80,83.27
2024-01-12 05:00:00,89.24,92.11,92.11,86.66,86.66,89.90
2024-01-12 06:00:00,118.16,118.16,118.16,111.86,111.86,118.16
2024-01-12 07:00:00,140.74,140.74,140.74,136.38,136.38,140.74
2024-01-12 08:00:00,134.96,134.96,134.96,130.78,130.78,134.96
2024-01-12 09:00:00,122.01,122.01,122.01,118.22,118.22,122.01
2024-01-12 10:00:00,114.73,114.73,114.73,111.41,111.41,111.98
2024-01-12 11:00:00,106.98,106.98,106.98,103.67,103.67,104.42
2024-01-12 12:00:00,103.08,103.08,103.08,99.88,99.88,100.61
2024-01-12 13:00:00,104.54,104.54,104.54,101.30,101.30,102.03
2024-01-12 14:00:00,110.00,110.00,110.00,106.81,106.81,107.36
2024-01-12 15:00:00,120.00,120.00,120.00,116.52,116.52,117.12
2024-01-12 16:00:00,127.50,127.50,127.50,123.80,127.50,127.50
2024-01-12 17:00:00,126.00,126.00,126.00,122.35,126.00,126.00
2024-01-12 18:00:00,119.47,119.47,119.47,116.01,116.01,119.47
2024-01-12 19:00:00,107.13,108.79,108.79,104.03,104.03,106.18
2024-01-12 20:00:00,91.70,98.48,98.48,88.77,88.77,98.48
2024-01-12 21:00:00,85.02,93.37,93.37,82.83,82.83,93.37
2024-01-12 22:00:00,82.49,85.15,85.38,80.10,80.10,85.15
2024-01-12 23:00:00,73.07,75.64,90.00,76.65,49.69,75.64
2024-01-13 00:00:00,74.85,74.85,85.00,74.85,46.63,74.85
2024-01-13 01:00:00,73.65,73.65,82.00,74.42,44.00,73.65
2024-01-13 02:00:00,71.37,71.37,78.47,73.50,42.47,71.37
2024-01-13 03:00:00,72.24,72.24,75.00,72.24,42.54,72.24
2024-01-13 04:00:00,68.73,55.55,74.92,70.85,43.53,55.55
2024-01-13 05:00:00,65.18,45.62,78.10,69.22,45.62,45.62
2024-01-13 06:00:00,68.51,51.20,82.22,70.56,51.20,51.20
2024-01-13 07:00:00,67.16,67.16,85.26,72.52,57.93,57.93
2024-01-13 08:00:00,73.31,73.31,75.11,73.31,73.31,73.31
2024-01-13 09:00:00,72.02,72.02,74.21,73.01,72.02,72.02
2024-01-13 10:00:00,70.98,70.98,72.72,72.25,70.98,70.98
2024-01-13 11:00:00,69.95,69.95,70.35,70.56,69.95,69.95
2024-01-13 12:00:00,63.67,63.67,63.67,67.89,63.67,63.67
2024-01-13 13:00:00,67.91,67.91,67.91,69.94,67.91,67.91
2024-01-13 14:00:00,68.61,68.61,68.61,70.71,68.61,68.61
2024-01-13 15:00:00,70.78,70.78,70.78,72.84,70.78,70.78
2024-01-13 16:00:00,74.22,74.22,74.22,74.22,74.22,74.22
2024-01-13 17:00:00,75.81,75.81,75.81,75.81,75.81,75.81
2024-01-13 18:00:00,73.82,73.82,73.82,73.82,73.82,73.82
2024-01-13 19:00:00,73.06,73.06,73.06,73.06,73.06,73.06
2024-01-13 20:00:00,70.93,70.93,70.93,70.93,70.93,70.93
2024-01-13 21:00:00,64.30,62.76,64.30,67.66,62.76,62.76
2024-01-13 22:00:00,63.16,61.65,63.16,66.15,61.65,61.65
2024-01-13 23:00:00,64.02,64.02,64.02,66.07,64.02,64.02
2024-01-14 00:00:00,62.11,62.11,62.11,64.10,62.11,62.11
2024-01-14 01:00:00,62.93,62.93,62.93,64.95,62.93,62.93
2024-01-14 02:00:00,64.01,64.01,64.01,66.06,64.01,64.01
2024-01-14 03:00:00,64.67,64.67,64.67,66.74,64.67,64.67
2024-01-14 04:00:00,65.20,65.20,65.20,67.34,65.20,65.20
2024-01-14 05:00:00,67.31,67.31,67.31,69.41,67.31,67.31
2024-01-14 06:00:00,71.66,71.66,71.66,73.36,71.66,71.66
2024-01-14 07:00:00,76.74,76.74,76.74,76.74,76.74,76.74
2024-01-14 08:00:00,81.14,81.14,81.14,81.14,81.14,81.14
2024-01-14 09:00:00,80.63,80.63,80.63,80.63,80.63,80.63
2024-01-14 10:00:00,81.84,81.84,81.84,81.84,81.84,81.84
2024-01-14 11:00:00,80.39,80.39,80.39,80.39,80.39,80.39
2024-01-14 12:00:00,77.04,77.04,77.04,77.04,77.04,77.04
2024-01-14 13:00:00,79.15,79.15,79.15,79.15,79.15,79.15
2024-01-14 14:00:00,82.32,82.32,82.32,82.32,82.32,82.32
2024-01-14 15:00:00,86.62,86.62,86.62,86.62,86.62,86.62
2024-01-14 16:00:00,91.86,91.86,91.86,91.86,91.86,91.86
2024-01-14 17:00:00,94.64,94.64,96.97,94.64,94.64,94.64
2024-01-14 18:00:00,85.26,85.26,88.91,85.26,85.26,85.26
2024-01-14 19:00:00,79.06,79.06,81.00,79.06,79.06,79.06
2024-01-14 20:00:00,78.60,78.60,78.60,78.41,78.41,78.41
2024-01-14 21:00:00,75.39,75.39,75.39,74.67,74.67,74.67
2024-01-14 22:00:00,67.19,66.89,67.19,69.34,66.89,66.89
2024-01-14 23:00:00,67.90,69.65,67.90,69.65,69.65,69.65
2024-01-15 00:00:00,65.00,66.05,65.00,67.08,66.05,66.05
2024-01-15 01:00:00,63.94,64.31,63.94,65.98,64.31,64.31
2024-01-15 02:00:00,62.04,62.04,62.04,64.03,62.04,62.04
2024-01-15 03:00:00,62.04,63.57,62.04,64.93,63.57,63.57
2024-01-15 04:00:00,69.25,70.57,69.25,70.57,70.57,70.57
2024-01-15 05:00:00,79.95,79.95,79.95,79.95,79.95,79.95
2024-01-15 06:00:00,83.84,83.84,83.84,83.84,83.84,83.84
2024-01-15 07:00:00,99.30,99.30,99.30,96.42,99.30,99.30
2024-01-15 08:00:00,100.29,100.29,100.29,97.39,99.99,99.99
2024-01-15 09:00:00,94.88,94.88,94.88,94.76,94.88,94.88
2024-01-15 10:00:00,90.26,90.26,90.26,90.26,90.26,90.26
2024-01-15 11:00:00,83.86,83.86,83.86,83.86,83.86,83.86
2024-01-15 12:00:00,82.15,82.15,82.15,82.15,82.15,82.15
2024-01-15 13:00:00,84.50,84.50,84.50,84.50,84.50,84.50
2024-01-15 14:00:00,89.44,89.44,89.44,89.44,89.44,89.44
2024-01-15 15:00:00,99.92,99.92,97.52,97.02,99.92,99.92
2024-01-15 16:00:00,109.08,109.08,106.46,105.92,109.08,109.08
2024-01-15 17:00:00,115.57,115.57,112.80,112.22,115.57,115.57
2024-01-15 18:00:00,110.66,110.66,110.38,107.45,110.66,110.66
2024-01-15 19:00:00,103.15,103.15,102.42,100.16,103.15,103.15
2024-01-15 20:00:00,92.95,92.95,91.78,90.26,92.95,92.95
2024-01-15 21:00:00,89.49,89.49,89.49,86.90,89.49,89.49
2024-01-15 22:00:00,86.43,86.43,86.43,83.92,86.43,86.43
2024-01-15 23:00:00,81.45,82.19,81.45,79.09,82.19,82.19
2024-01-16 00:00:00,81.40,81.40,81.07,79.04,81.40,81.40
2024-01-16 01:00:00,80.07,80.07,79.92,79.99,80.07,80.07
2024-01-16 02:00:00,78.26,78.26,78.19,78.26,78.26,78.26
2024-01-16 03:00:00,77.59,77.59,76.97,76.56,77.59,77.59
2024-01-16 04:00:00,83.45,83.45,81.45,80.00,83.45,83.45
2024-01-16 05:00:00,94.07,123.00,94.07,91.15,123.00,123.00
2024-01-16 06:00:00,114.77,193.42,114.77,111.44,193.42,193.42
2024-01-16 07:00:00,150.15,275.59,144.11,148.72,275.59,275.59
2024-01-16 08:00:00,150.32,270.56,138.60,143.03,270.56,270.56
2024-01-16 09:00:00,139.40,249.93,122.00,135.35,249.93,249.93
2024-01-16 10:00:00,116.91,200.55,110.00,113.52,200.55,200.55
2024-01-16 11:00:00,103.43,170.04,103.43,100.43,170.04,170.04
2024-01-16 12:00:00,94.98,141.97,94.98,92.22,141.97,141.97
2024-01-16 13:00:00,96.00,143.58,96.00,93.22,143.58,143.58
2024-01-16 14:00:00,110.25,156.16,110.25,107.05,156.16,156.16
2024-01-16 15:00:00,111.39,170.08,111.39,108.16,170.08,170.08
