time,DK1,DK2,DE,NO2,SE3,SE4
2024-08-08 19:00:00,135.00,135.00,135.00,57.06,4.69,135.00
2024-08-08 20:00:00,102.00,102.00,102.00,56.71,3.04,102.00
2024-08-08 21:00:00,93.56,93.56,93.56,49.92,0.00,91.31
2024-08-08 22:00:00,98.12,101.22,103.71,48.04,2.82,101.22
2024-08-08 23:00:00,73.76,81.91,83.92,42.73,2.45,81.91
2024-08-09 00:00:00,32.46,65.73,67.34,31.52,2.61,65.73
2024-08-09 01:00:00,21.15,62.76,64.30,20.10,2.67,62.76
2024-08-09 02:00:00,10.99,52.03,53.31,10.99,3.23,52.03
2024-08-09 03:00:00,4.21,38.85,64.36,4.21,4.21,38.85
2024-08-09 04:00:00,13.03,78.08,80.00,12.65,7.54,78.08
2024-08-09 05:00:00,16.81,86.29,88.41,16.33,16.33,86.29
2024-08-09 06:00:00,21.31,57.97,59.40,20.29,17.34,57.97
2024-08-09 07:00:00,29.15,29.15,31.31,20.04,17.26,29.15
2024-08-09 08:00:00,8.98,8.76,8.98,16.31,8.76,8.76
2024-08-09 09:00:00,0.60,2.98,0.60,3.88,2.98,2.98
2024-08-09 10:00:00,-0.03,0.05,-0.03,0.05,0.05,0.05
2024-08-09 11:00:00,-0.16,-0.16,-0.16,-0.16,-0.16,-0.16
2024-08-09 12:00:00,-0.80,-0.80,-0.80,-0.83,-0.80,-0.80
2024-08-09 13:00:00,-0.11,-0.11,-0.11,-0.11,-0.11,-0.11
2024-08-09 14:00:00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
2024-08-09 15:00:00,2.55,2.62,2.55,2.63,2.62,2.62
2024-08-09 16:00:00,16.16,16.10,41.78,16.65,4.89,4.89
2024-08-09 17:00:00,25.27,25.27,81.04,26.03,4.06,4.06
2024-08-09 18:00:00,29.16,29.16,124.97,30.03,3.35,3.35
2024-08-09 19:00:00,27.58,27.58,118.05,28.40,1.64,1.64
2024-08-09 20:00:00,26.00,26.00,113.46,26.78,-0.06,-0.06
2024-08-09 21:00:00,30.41,30.41,93.23,31.32,-1.28,-1.28
2024-08-09 22:00:00,20.06,20.06,85.09,33.77,-0.81,-0.81
2024-08-09 23:00:00,23.12,23.12,92.13,23.81,-0.89,-0.89
2024-08-10 00:00:00,15.76,15.76,87.28,16.23,-0.87,-0.87
2024-08-10 01:00:00,9.53,9.53,84.67,9.81,-0.90,-0.90
2024-08-10 02:00:00,8.98,8.98,82.93,9.25,-1.00,-1.00
2024-08-10 03:00:00,8.59,8.59,85.52,8.85,-1.00,-1.00
2024-08-10 04:00:00,11.77,11.77,88.68,12.12,-0.82,-0.82
2024-08-10 05:00:00,16.03,16.03,76.01,16.51,-0.51,-0.51
2024-08-10 06:00:00,15.01,15.01,31.86,15.46,-0.15,-0.15
2024-08-10 07:00:00,0.20,0.20,0.20,0.12,-0.70,-0.70
2024-08-10 08:00:00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00
2024-08-10 09:00:00,-12.20,-12.20,-12.20,-12.20,-12.20,-12.20
2024-08-10 10:00:00,-22.49,-22.49,-22.49,-22.49,-22.49,-22.49
2024-08-10 11:00:00,-40.77,-40.77,-40.77,-40.77,-40.77,-40.77
2024-08-10 12:00:00,-40.09,-40.09,-40.09,-40.09,-40.09,-40.09
2024-08-10 13:00:00,-29.67,-29.67,-29.67,-29.67,-29.67,-29.67
2024-08-10 14:00:00,-8.20,-8.13,-8.20,-1.89,-8.13,-8.13
2024-08-10 15:00:00,0.07,0.00,0.07,1.94,0.00,0.00
2024-08-10 16:00:00,11.81,11.81,48.84,21.80,2.51,2.51
2024-08-10 17:00:00,20.08,20.08,106.55,21.35,2.90,2.90
2024-08-10 18:00:00,42.84,42.84,125.43,34.95,2.90,2.90
2024-08-10 19:00:00,39.86,39.86,133.00,40.35,2.94,2.94
2024-08-10 20:00:00,48.45,48.45,117.85,42.48,2.19,2.19
2024-08-10 21:00:00,42.97,42.97,106.64,41.72,0.43,0.43
2024-08-10 22:00:00,46.30,46.30,106.71,44.96,0.00,0.00
2024-08-10 23:00:00,44.76,40.86,104.17,43.46,-0.01,-0.01
2024-08-11 00:00:00,44.09,16.91,99.96,42.82,-0.01,-0.01
2024-08-11 01:00:00,45.37,16.90,95.14,44.05,-0.01,-0.01
2024-08-11 02:00:00,45.34,16.76,96.49,44.02,-0.01,-0.01
2024-08-11 03:00:00,45.91,17.01,114.97,44.57,-0.01,-0.01
2024-08-11 04:00:00,48.94,17.79,106.44,46.45,-0.01,-0.01
2024-08-11 05:00:00,69.73,3.00,71.02,44.00,0.47,0.47
2024-08-11 06:00:00,27.80,2.97,27.80,37.51,0.89,0.89
2024-08-11 07:00:00,0.00,0.00,0.00,9.95,0.00,0.00
2024-08-11 08:00:00,-5.01,-5.00,-5.01,-0.88,-5.00,-5.00
2024-08-11 09:00:00,-14.99,-14.99,-14.99,-14.99,-14.99,-14.99
2024-08-11 10:00:00,-32.04,-32.04,-32.04,-32.04,-32.04,-32.04
2024-08-11 11:00:00,-59.96,-59.96,-59.96,-59.96,-59.96,-59.96
2024-08-11 12:00:00,-50.09,-39.94,-50.09,-39.94,-39.94,-39.94
2024-08-11 13:00:00,-31.42,-24.53,-31.42,-0.07,-24.53,-24.53
2024-08-11 14:00:00,-4.97,-4.31,-4.97,22.55,-4.31,-4.31
2024-08-11 15:00:00,1.46,0.79,1.46,41.99,0.01,0.01
2024-08-11 16:00:00,88.14,88.14,88.14,44.31,2.76,2.76
2024-08-11 17:00:00,128.80,128.80,128.80,54.50,3.00,3.00
2024-08-11 18:00:00,137.18,137.18,137.18,55.06,2.90,2.90
2024-08-11 19:00:00,126.15,126.15,126.15,55.06,2.91,2.91
2024-08-11 20:00:00,109.99,109.99,109.99,54.57,2.42,2.42
2024-08-11 21:00:00,97.28,97.28,97.28,54.39,0.69,0.69
2024-08-11 22:00:00,104.98,104.98,104.98,51.61,0.49,0.49
2024-08-11 23:00:00,94.62,94.62,94.62,46.28,0.41,0.41
2024-08-12 00:00:00,85.30,85.30,85.30,43.52,0.36,0.36
2024-08-12 01:00:00,86.60,86.60,86.60,42.57,0.64,0.64
2024-08-12 02:00:00,88.85,88.85,88.85,40.66,2.06,2.06
2024-08-12 03:00:00,114.54,114.54,114.54,28.75,3.04,3.04
2024-08-12 04:00:00,153.82,153.82,153.82,39.93,6.78,6.78
2024-08-12 05:00:00,153.82,153.82,153.82,45.54,13.49,13.49
2024-08-12 06:00:00,115.25,115.25,115.25,48.54,18.71,18.71
2024-08-12 07:00:00,69.90,69.90,69.90,49.40,15.36,68.22
2024-08-12 08:00:00,40.12,40.12,40.12,41.96,14.90,39.16
2024-08-12 09:00:00,16.04,16.04,16.04,15.75,14.49,15.66
2024-08-12 10:00:00,10.06,10.06,10.06,11.19,10.06,10.06
2024-08-12 11:00:00,6.98,6.98,6.98,7.21,6.98,6.98
2024-08-12 12:00:00,13.80,13.80,13.80,27.00,13.47,13.47
2024-08-12 13:00:00,27.87,27.87,27.87,42.93,14.76,14.76
2024-08-12 14:00:00,48.65,48.65,48.65,45.94,17.93,47.49
2024-08-12 15:00:00,89.29,89.29,89.29,53.62,20.07,87.14
2024-08-12 16:00:00,122.78,122.78,122.78,67.55,22.22,119.84
2024-08-12 17:00:00,206.02,206.02,206.02,192.61,22.94,201.08
2024-08-12 18:00:00,224.84,224.84,224.84,62.37,20.46,219.45
2024-08-12 19:00:00,128.34,128.34,128.34,53.36,18.00,125.26
2024-08-12 20:00:00,106.88,106.88,106.88,52.23,16.43,79.93
2024-08-12 21:00:00,100.05,100.05,100.05,50.62,13.96,13.96
2024-08-12 22:00:00,99.38,99.38,99.64,51.17,15.68,15.68
2024-08-12 23:00:00,87.72,87.72,87.91,49.42,15.78,15.78
2024-08-13 00:00:00,81.25,81.25,86.60,48.66,15.98,15.98
2024-08-13 01:00:00,67.43,67.43,84.79,47.85,16.59,16.59
2024-08-13 02:00:00,67.43,67.43,84.76,47.34,17.45,17.45
2024-08-13 03:00:00,86.11,86.11,101.37,47.25,18.98,18.98
2024-08-13 04:00:00,124.21,124.21,125.66,48.44,20.71,20.71
2024-08-13 05:00:00,116.59,116.59,133.71,47.57,25.69,99.62
2024-08-13 06:00:00,106.41,115.07,117.89,49.03,25.98,115.07
2024-08-13 07:00:00,68.01,68.01,87.81,47.99,25.91,25.91
2024-08-13 08:00:00,55.28,67.42,66.67,49.90,23.09,23.09
2024-08-13 09:00:00,47.07,55.94,55.94,48.84,20.47,20.47
2024-08-13 10:00:00,43.01,43.01,43.01,42.41,18.40,18.40
2024-08-13 11:00:00,40.37,40.37,40.37,40.12,17.93,17.93
2024-08-13 12:00:00,47.86,47.86,47.96,45.55,18.72,18.72
2024-08-13 13:00:00,38.21,38.21,64.15,48.72,21.19,21.19
2024-08-13 14:00:00,63.03,63.03,86.00,49.59,23.31,33.40
2024-08-13 15:00:00,105.00,105.00,105.00,52.48,23.34,87.61
2024-08-13 16:00:00,118.30,118.30,121.04,52.84,23.83,118.13
2024-08-13 17:00:00,189.46,189.46,202.72,52.98,21.99,189.46
2024-08-13 18:00:00,192.84,192.84,205.35,52.47,20.80,20.80
2024-08-13 19:00:00,127.22,127.22,128.90,50.93,18.08,18.08
2024-08-13 20:00:00,111.48,111.48,111.48,49.47,18.40,18.40
2024-08-13 21:00:00,104.92,104.92,104.99,49.96,14.96,14.96
2024-08-13 22:00:00,87.73,87.73,87.73,47.79,17.30,17.30
2024-08-13 23:00:00,90.05,90.05,90.79,51.73,16.60,16.60
2024-08-14 00:00:00,86.60,86.60,87.73,54.06,15.33,15.33
2024-08-14 01:00:00,90.30,90.30,93.40,54.11,15.01,15.01
2024-08-14 02:00:00,93.60,93.60,93.60,54.80,15.46,15.46
2024-08-14 03:00:00,107.10,107.10,107.10,55.04,16.22,16.22
2024-08-14 04:00:00,129.74,129.74,129.74,55.19,16.37,16.37
2024-08-14 05:00:00,136.62,136.62,136.62,55.21,17.30,17.30
2024-08-14 06:00:00,120.96,120.96,120.96,55.32,19.69,118.06
2024-08-14 07:00:00,108.79,108.79,108.79,54.95,20.86,20.86
2024-08-14 08:00:00,83.08,64.85,83.08,54.90,20.31,20.31
2024-08-14 09:00:00,77.24,64.76,77.24,55.05,17.97,17.97
2024-08-14 10:00:00,72.85,35.87,72.85,55.19,17.46,17.46
2024-08-14 11:00:00,75.38,26.32,75.38,55.64,16.96,16.96
2024-08-14 12:00:00,74.71,16.77,74.71,55.91,16.77,16.77
2024-08-14 13:00:00,81.74,81.74,81.74,57.07,16.83,16.83
2024-08-14 14:00:00,94.36,94.36,94.36,55.99,17.00,17.00
2024-08-14 15:00:00,105.59,105.59,105.59,57.28,18.96,18.96
2024-08-14 16:00:00,111.48,111.48,111.48,59.62,20.94,108.80
2024-08-14 17:00:00,161.41,161.41,161.41,57.09,19.88,157.54
2024-08-14 18:00:00,218.92,218.92,218.92,55.93,17.97,200.00
2024-08-14 19:00:00,148.70,148.70,148.70,58.01,16.98,16.98
2024-08-14 20:00:00,120.43,120.43,120.43,55.90,18.70,18.70
2024-08-14 21:00:00,109.95,109.95,109.95,55.80,15.15,15.15
2024-08-14 22:00:00,110.33,110.33,110.33,57.47,7.80,7.80
2024-08-14 23:00:00,109.66,109.66,109.66,57.16,5.86,5.86
2024-08-15 00:00:00,105.30,105.30,105.30,56.69,4.20,4.20
2024-08-15 01:00:00,94.74,94.74,94.74,54.92,3.90,3.90
2024-08-15 02:00:00,96.02,96.02,96.02,48.20,4.12,4.12
2024-08-15 03:00:00,108.91,108.91,108.91,48.05,7.00,7.00
2024-08-15 04:00:00,119.75,119.75,119.75,56.09,9.19,108.32
2024-08-15 05:00:00,120.71,120.71,120.71,56.68,15.27,116.05
2024-08-15 06:00:00,114.97,114.97,114.97,57.91,19.96,112.21
2024-08-15 07:00:00,91.12,91.12,91.12,56.63,19.94,88.93
2024-08-15 08:00:00,59.10,59.10,59.10,47.99,19.03,33.12
2024-08-15 09:00:00,19.94,19.94,19.94,39.90,15.18,15.18
2024-08-15 10:00:00,9.86,9.86,9.86,15.11,9.86,9.86
2024-08-15 11:00:00,0.01,4.19,0.01,9.94,4.19,4.19
2024-08-15 12:00:00,-0.04,3.18,-0.04,10.01,3.18,3.18
2024-08-15 13:00:00,4.25,4.36,4.25,15.80,4.36,4.36
2024-08-15 14:00:00,33.41,33.31,33.41,40.88,12.27,32.61
2024-08-15 15:00:00,77.26,77.26,77.26,44.98,12.14,12.14
2024-08-15 16:00:00,119.93,119.93,119.93,51.96,11.76,117.05
2024-08-15 17:00:00,142.51,142.51,142.51,56.09,8.95,139.09
2024-08-15 18:00:00,160.30,160.30,160.30,56.16,5.04,156.46
2024-08-15 19:00:00,121.47,140.84,140.84,56.32,4.18,137.46
2024-08-15 20:00:00,111.40,118.87,118.87,55.56,1.82,116.02
2024-08-15 21:00:00,93.54,93.54,94.94,56.06,-0.07,92.67
2024-08-15 22:00:00,81.31,85.34,108.97,56.18,-0.01,85.34
2024-08-15 23:00:00,73.11,73.11,86.78,55.61,-0.11,73.11
2024-08-16 00:00:00,82.80,82.80,85.58,54.94,-0.58,2.79
2024-08-16 01:00:00,78.56,78.56,85.83,55.22,-0.80,0.84
2024-08-16 02:00:00,87.76,87.76,87.76,50.05,-0.15,0.85
2024-08-16 03:00:00,92.05,92.05,92.05,56.31,-0.01,79.34
2024-08-16 04:00:00,128.42,128.42,128.42,56.66,0.01,125.34
2024-08-16 05:00:00,134.91,134.91,134.91,56.78,3.08,131.67
2024-08-16 06:00:00,124.83,124.83,124.83,56.24,6.15,121.83
2024-08-16 07:00:00,100.95,100.95,100.95,55.71,7.89,98.53
2024-08-16 08:00:00,76.15,76.15,76.15,55.06,9.78,74.32
2024-08-16 09:00:00,59.83,59.83,59.83,56.54,10.81,56.32
2024-08-16 10:00:00,50.68,50.68,50.68,49.21,11.81,25.14
2024-08-16 11:00:00,49.93,49.93,49.93,48.49,11.84,11.84
2024-08-16 12:00:00,47.57,47.57,47.57,46.19,10.88,10.88
2024-08-16 13:00:00,54.40,55.16,55.16,52.52,11.87,53.84
2024-08-16 14:00:00,82.67,82.67,82.67,53.43,11.07,77.11
2024-08-16 15:00:00,103.76,103.76,103.76,56.89,13.33,101.27
2024-08-16 16:00:00,134.92,134.92,134.92,56.90,14.35,131.68
2024-08-16 17:00:00,230.52,230.52,230.52,57.04,14.85,224.99
2024-08-16 18:00:00,243.12,243.12,243.12,57.01,14.88,237.29
2024-08-16 19:00:00,171.83,171.83,171.83,56.95,14.39,167.71
2024-08-16 20:00:00,134.54,134.54,134.54,56.51,13.66,131.31
2024-08-16 21:00:00,116.17,116.17,116.17,56.40,11.32,113.38
2024-08-16 22:00:00,107.11,107.11,107.11,54.75,11.77,104.54
2024-08-16 23:00:00,109.26,109.26,109.26,54.42,9.60,106.63
2024-08-17 00:00:00,103.13,103.13,103.13,54.30,8.06,100.65
2024-08-17 01:00:00,101.82,101.82,101.82,54.23,7.93,99.38
2024-08-17 02:00:00,110.59,110.59,110.59,54.23,7.71,107.94
2024-08-17 03:00:00,110.84,110.84,110.84,54.17,7.98,108.18
2024-08-17 04:00:00,106.70,106.70,106.70,54.24,8.38,104.14
2024-08-17 05:00:00,103.97,103.97,103.97,54.36,10.11,101.48
2024-08-17 06:00:00,103.43,103.43,103.43,54.59,11.89,100.95
2024-08-17 07:00:00,84.00,84.00,84.00,54.39,12.41,81.98
2024-08-17 08:00:00,69.49,69.49,69.49,52.99,11.96,67.82
2024-08-17 09:00:00,54.16,54.16,54.28,52.59,11.08,52.97
2024-08-17 10:00:00,46.83,46.83,46.93,45.48,10.13,10.13
2024-08-17 11:00:00,40.63,40.63,40.71,39.45,9.57,9.57
2024-08-17 12:00:00,39.35,39.35,39.43,38.21,9.49,9.49
2024-08-17 13:00:00,39.56,39.56,39.56,43.03,10.45,10.45
2024-08-17 14:00:00,58.88,58.88,59.09,52.56,12.37,12.37
2024-08-17 15:00:00,88.40,88.40,88.40,54.63,14.21,86.28
2024-08-17 16:00:00,119.68,119.68,119.68,55.05,14.06,116.81
2024-08-17 17:00:00,140.56,140.56,140.56,55.03,14.35,137.18
2024-08-17 18:00:00,149.18,149.18,149.18,55.02,14.37,145.60
2024-08-17 19:00:00,126.98,126.98,126.98,54.99,14.18,123.93
2024-08-17 20:00:00,116.70,116.70,116.70,54.82,13.77,113.90
2024-08-17 21:00:00,105.82,105.82,105.82,54.71,11.92,103.28
2024-08-17 22:00:00,111.82,111.82,111.82,53.14,8.98,109.14
2024-08-17 23:00:00,112.80,112.80,112.80,53.05,8.23,110.10
2024-08-18 00:00:00,106.17,106.17,106.17,52.87,9.20,103.62
2024-08-18 01:00:00,106.22,106.22,106.22,52.73,9.99,103.68
2024-08-18 02:00:00,104.75,104.75,104.75,52.14,10.15,102.24
2024-08-18 03:00:00,104.97,104.97,104.97,45.12,10.27,102.45
2024-08-18 04:00:00,99.53,99.53,99.53,52.44,10.00,97.14
2024-08-18 05:00:00,95.20,95.20,95.20,49.98,10.29,92.91
2024-08-18 06:00:00,88.20,88.20,88.20,52.18,10.87,86.08
2024-08-18 07:00:00,82.32,82.32,82.32,43.20,10.88,80.34
2024-08-18 08:00:00,72.12,72.12,72.12,39.97,10.63,69.71
2024-08-18 09:00:00,72.52,72.52,72.52,39.87,10.00,69.04
2024-08-18 10:00:00,66.03,66.03,66.03,37.15,10.00,64.01
2024-08-18 11:00:00,33.64,33.64,33.64,28.43,10.07,32.60
2024-08-18 12:00:00,17.72,17.72,17.72,17.17,9.53,16.86
2024-08-18 13:00:00,37.54,51.28,51.28,36.45,9.72,50.05
2024-08-18 14:00:00,43.63,69.78,69.86,39.99,10.19,68.19
2024-08-18 15:00:00,82.39,82.39,82.39,42.66,10.46,80.41
2024-08-18 16:00:00,83.96,93.85,93.85,46.23,10.67,91.60
2024-08-18 17:00:00,104.78,109.93,109.93,52.67,10.69,107.29
2024-08-18 18:00:00,111.88,115.68,115.68,52.85,9.02,112.90
2024-08-18 19:00:00,109.83,109.83,109.83,52.88,6.76,107.19
2024-08-18 20:00:00,111.40,111.40,111.40,52.56,4.90,108.72
2024-08-18 21:00:00,99.45,99.45,99.45,52.13,3.08,97.06
2024-08-18 22:00:00,97.39,97.39,97.39,54.12,3.23,95.05
2024-08-18 23:00:00,90.10,90.10,90.10,49.99,3.69,87.94
2024-08-19 00:00:00,88.70,88.70,88.70,49.73,3.52,86.57
2024-08-19 01:00:00,84.86,84.86,84.86,51.88,3.49,52.07
2024-08-19 02:00:00,84.50,84.50,84.50,54.13,3.49,52.07
2024-08-19 03:00:00,87.97,87.97,87.97,54.61,5.00,5.00
2024-08-19 04:00:00,129.00,129.00,129.00,55.05,5.34,5.34
2024-08-19 05:00:00,152.33,152.33,152.33,55.11,10.31,10.31
2024-08-19 06:00:00,129.60,129.60,129.60,55.31,11.98,11.98
2024-08-19 07:00:00,112.58,112.58,112.58,54.69,9.47,9.47
2024-08-19 08:00:00,96.90,96.90,96.90,54.97,7.22,7.22
2024-08-19 09:00:00,89.74,89.74,89.74,55.15,5.91,5.91
2024-08-19 10:00:00,84.38,84.38,84.38,55.16,6.90,6.90
2024-08-19 11:00:00,78.87,78.87,78.87,55.29,6.21,6.21
2024-08-19 12:00:00,80.21,80.21,80.21,55.09,6.46,6.46
2024-08-19 13:00:00,79.20,79.90,79.90,54.95,7.63,7.63
2024-08-19 14:00:00,84.05,84.05,84.05,54.77,9.97,9.97
2024-08-19 15:00:00,100.70,100.70,100.70,55.06,12.06,12.06
2024-08-19 16:00:00,113.97,113.97,113.97,55.10,13.36,111.24
2024-08-19 17:00:00,200.00,200.00,200.00,55.39,13.97,200.00
2024-08-19 18:00:00,203.83,203.83,203.83,55.27,12.67,203.83
2024-08-19 19:00:00,140.11,140.11,140.11,54.93,11.90,140.11
2024-08-19 20:00:00,100.82,100.82,100.82,54.47,9.91,100.82
2024-08-19 21:00:00,86.20,86.20,86.20,52.91,7.28,84.13
2024-08-19 22:00:00,92.86,92.86,93.60,49.98,4.22,91.36
2024-08-19 23:00:00,69.12,87.40,89.55,41.35,3.89,87.40
2024-08-20 00:00:00,40.64,83.11,88.50,39.47,3.80,83.11
2024-08-20 01:00:00,40.57,72.54,89.31,39.39,3.79,72.54
2024-08-20 02:00:00,37.97,69.81,86.19,33.08,3.99,69.81
2024-08-20 03:00:00,38.37,83.00,89.97,37.26,4.14,83.00
2024-08-20 04:00:00,53.93,69.78,123.06,49.20,5.18,5.18
2024-08-20 05:00:00,79.85,79.85,133.23,49.92,7.48,7.48
2024-08-20 06:00:00,108.20,108.20,122.97,54.04,8.91,8.91
2024-08-20 07:00:00,102.24,102.24,103.09,54.12,8.97,8.97
2024-08-20 08:00:00,60.58,60.58,75.01,54.29,7.71,7.71
2024-08-20 09:00:00,46.91,46.91,50.13,43.64,6.97,6.97
2024-08-20 10:00:00,32.85,32.85,37.69,36.52,7.39,7.39
2024-08-20 11:00:00,18.22,18.22,18.22,17.69,5.78,5.78
2024-08-20 12:00:00,20.08,20.08,20.36,19.50,5.33,5.33
2024-08-20 13:00:00,22.43,22.43,48.90,21.78,4.96,4.96
2024-08-20 14:00:00,34.91,34.91,82.15,42.26,5.24,5.24
2024-08-20 15:00:00,94.24,94.24,104.50,54.91,6.57,6.57
2024-08-20 16:00:00,118.07,118.07,118.07,64.99,7.00,7.00
2024-08-20 17:00:00,123.66,123.66,158.81,119.70,6.54,6.54
2024-08-20 18:00:00,145.08,145.08,154.71,94.04,5.06,5.06
2024-08-20 19:00:00,120.00,120.00,120.89,116.16,3.56,3.56
2024-08-20 20:00:00,103.42,103.42,103.82,64.94,2.68,2.68
2024-08-20 21:00:00,94.69,94.69,97.96,55.76,0.01,0.01
2024-08-20 22:00:00,87.36,87.36,87.36,57.34,-0.11,-0.11
2024-08-20 23:00:00,76.40,76.40,82.00,55.43,-0.57,-0.57
2024-08-21 00:00:00,62.28,62.28,65.93,42.78,-0.80,-0.80
2024-08-21 01:00:00,51.22,51.22,56.09,39.92,-0.81,-0.81
2024-08-21 02:00:00,36.00,36.00,60.42,20.39,-0.59,-0.59
2024-08-21 03:00:00,37.72,37.72,59.95,36.63,0.00,0.00
2024-08-21 04:00:00,44.15,44.15,81.30,42.87,2.23,2.23
2024-08-21 05:00:00,50.10,50.10,85.92,48.65,5.00,27.59
2024-08-21 06:00:00,77.95,77.95,87.38,57.31,8.35,77.95
2024-08-21 07:00:00,46.60,43.82,53.16,41.76,8.36,43.82
2024-08-21 08:00:00,0.16,2.95,0.16,2.95,2.95,2.95
2024-08-21 09:00:00,-4.95,1.54,-4.95,1.86,1.86,1.86
2024-08-21 10:00:00,-7.54,-0.78,-13.01,0.43,0.43,0.43
2024-08-21 11:00:00,-4.02,-2.02,-20.32,0.00,0.00,0.00
2024-08-21 12:00:00,-3.36,-2.31,-21.28,-0.07,-0.07,-0.07
2024-08-21 13:00:00,-5.35,-2.02,-16.05,-0.01,-0.01,-0.01
2024-08-21 14:00:00,-12.64,1.05,-12.64,1.40,1.40,1.40
2024-08-21 15:00:00,2.01,3.96,2.01,3.96,3.96,3.96
2024-08-21 16:00:00,62.60,51.63,67.26,43.76,8.58,8.58
2024-08-21 17:00:00,66.03,66.03,101.89,56.83,7.40,7.40
2024-08-21 18:00:00,58.39,58.39,140.35,56.69,5.31,5.31
2024-08-21 19:00:00,58.61,58.61,130.96,56.91,4.42,4.42
2024-08-21 20:00:00,77.78,53.03,103.42,56.44,3.94,3.94
2024-08-21 21:00:00,63.53,19.23,85.65,56.34,3.32,3.32
2024-08-21 22:00:00,20.00,20.00,78.94,43.29,2.44,2.44
2024-08-21 23:00:00,34.12,28.85,73.04,33.13,2.34,2.34
2024-08-22 00:00:00,26.04,26.04,80.46,25.29,2.11,2.11
2024-08-22 01:00:00,20.50,20.50,80.17,19.91,2.20,2.20
2024-08-22 02:00:00,16.05,16.05,70.23,12.68,2.69,2.69
2024-08-22 03:00:00,11.11,11.11,85.42,3.07,3.07,3.07
2024-08-22 04:00:00,21.21,21.21,99.95,4.92,4.92,4.92
2024-08-22 05:00:00,18.91,18.91,129.46,11.07,11.07,11.07
2024-08-22 06:00:00,31.10,31.10,113.05,15.37,15.37,15.37
2024-08-22 07:00:00,14.89,14.89,73.10,13.94,13.94,13.94
2024-08-22 08:00:00,7.84,7.84,14.80,6.99,7.84,7.84
2024-08-22 09:00:00,0.00,3.79,0.00,3.79,3.79,3.79
2024-08-22 10:00:00,-0.38,2.80,-0.38,1.14,2.80,2.80
2024-08-22 11:00:00,-2.56,1.61,-2.56,-0.61,2.48,2.48
2024-08-22 12:00:00,-1.51,1.59,-1.51,-0.07,1.59,1.59
2024-08-22 13:00:00,-4.35,1.15,-4.35,1.15,1.15,1.15
2024-08-22 14:00:00,-0.09,3.73,-0.09,3.73,3.73,3.73
2024-08-22 15:00:00,19.39,15.58,24.89,16.15,8.35,8.35
2024-08-22 16:00:00,53.65,53.65,89.46,44.15,7.56,7.56
2024-08-22 17:00:00,58.00,58.00,112.74,56.12,5.55,5.55
2024-08-22 18:00:00,66.59,66.59,111.50,58.12,4.84,4.84
2024-08-22 19:00:00,59.98,59.98,109.99,58.24,3.57,3.57
2024-08-22 20:00:00,56.62,56.62,95.48,54.97,2.35,2.35
2024-08-22 21:00:00,56.62,56.62,79.22,54.97,0.00,0.00
2024-08-22 22:00:00,25.10,25.10,51.90,46.14,-1.07,-1.07
2024-08-22 23:00:00,39.93,39.93,45.87,38.77,-1.09,-1.09
2024-08-23 00:00:00,33.02,33.02,38.51,32.06,-1.00,-1.00
2024-08-23 01:00:00,17.00,17.00,26.36,16.51,-0.81,-0.81
2024-08-23 02:00:00,9.40,9.40,26.48,9.13,-0.16,-0.16
2024-08-23 03:00:00,6.85,6.85,30.59,6.65,0.00,0.00
2024-08-23 04:00:00,15.01,15.01,64.22,14.57,2.18,2.18
2024-08-23 05:00:00,25.28,25.28,60.63,24.55,3.97,3.97
2024-08-23 06:00:00,27.19,27.19,43.64,24.97,4.72,4.72
2024-08-23 07:00:00,4.06,3.71,4.06,4.06,3.71,3.71
2024-08-23 08:00:00,-0.01,1.22,-0.01,1.22,1.22,1.22
2024-08-23 09:00:00,-0.09,0.01,-3.97,0.01,0.01,0.01
2024-08-23 10:00:00,-0.08,-0.07,-9.54,-0.07,-0.07,-0.07
2024-08-23 11:00:00,-0.80,-0.80,-15.32,-0.80,-0.80,-0.80
2024-08-23 12:00:00,-2.12,-1.76,-16.55,-1.76,-1.76,-1.76
2024-08-23 13:00:00,-2.13,-0.81,-10.15,-0.81,-0.81,-0.81
2024-08-23 14:00:00,-4.13,0.32,-9.18,0.32,0.32,0.32
2024-08-23 15:00:00,-0.03,2.64,-0.03,2.64,2.64,2.64
2024-08-23 16:00:00,18.60,15.94,50.20,11.92,3.56,3.56
2024-08-23 17:00:00,10.38,10.38,99.53,10.69,2.65,2.65
2024-08-23 18:00:00,14.81,14.81,118.57,15.25,0.62,0.62
2024-08-23 19:00:00,18.52,18.52,123.15,17.99,-0.05,-0.05
2024-08-23 20:00:00,26.78,26.78,119.54,33.59,-1.36,-1.36
2024-08-23 21:00:00,48.61,48.61,100.50,39.63,-3.01,-3.01
2024-08-23 22:00:00,94.40,94.40,110.45,45.04,-7.60,-7.60
2024-08-23 23:00:00,79.22,79.22,103.78,55.58,-9.99,-9.99
2024-08-24 00:00:00,78.25,78.25,100.42,54.99,-9.99,-9.99
2024-08-24 01:00:00,72.53,72.53,100.28,54.98,-9.99,-9.99
2024-08-24 02:00:00,78.23,78.23,100.90,54.94,-9.37,-9.37
2024-08-24 03:00:00,102.81,102.81,105.40,50.42,-7.60,-7.60
2024-08-24 04:00:00,99.90,99.90,101.02,45.67,-6.01,-6.01
