time,ExchangeNO_MWh,ExchangeSE_MWh,ExchangeGE_MWh,ExchangeNL_MWh,ExchangeGB_MWh,ExchangeGreatBelt_MWh
2023-12-31 23:00:00,-1700.64,-485.10,2581.48,522.75,-504.81,-539.50
2024-01-01 00:00:00,-1701.02,-495.87,2532.59,677.96,-592.66,-540.40
2024-01-01 01:00:00,-1700.74,-212.47,2429.78,588.68,-400.23,-540.50
2024-01-01 02:00:00,-1700.94,-457.78,2518.08,643.68,-29.80,-538.00
2024-01-01 03:00:00,-1387.55,-308.11,2441.79,287.38,366.12,-498.80
2024-01-01 04:00:00,-1273.28,-335.48,1935.31,673.34,435.17,-508.50
2024-01-01 05:00:00,-1287.39,-472.91,2035.32,616.86,507.85,-521.50
2024-01-01 06:00:00,-1528.97,-439.71,2303.15,455.41,463.13,-509.40
2024-01-01 07:00:00,-1681.65,-570.67,2253.55,678.21,567.81,-469.30
2024-01-01 08:00:00,-1701.96,-707.76,2518.88,683.47,152.94,-552.80
2024-01-01 09:00:00,-1702.17,-525.82,2418.81,683.35,-493.00,-152.70
2024-01-01 10:00:00,-1697.37,-545.68,2535.80,683.23,-794.28,120.20
2024-01-01 11:00:00,-1635.25,-565.22,2532.03,683.18,-800.60,199.80
2024-01-01 12:00:00,-1696.36,-679.34,2516.14,683.31,-800.53,512.50
2024-01-01 13:00:00,-1700.34,-626.92,2484.08,683.23,-800.60,532.00
2024-01-01 14:00:00,-1661.49,-592.28,2402.76,672.12,-800.65,313.20
2024-01-01 15:00:00,-1358.94,-502.95,2423.66,124.47,-800.97,126.70
2024-01-01 16:00:00,-1027.34,-207.16,2519.06,-545.45,-800.84,68.30
2024-01-01 17:00:00,-1265.24,-615.88,2401.49,78.84,-800.93,58.70
2024-01-01 18:00:00,-1259.74,-595.75,2567.92,-68.92,-800.99,-152.40
2024-01-01 19:00:00,-1669.06,-675.28,2434.71,585.20,-788.55,-103.30
2024-01-01 20:00:00,-1700.50,-712.78,2432.20,561.30,-217.63,-383.20
2024-01-01 21:00:00,-1700.73,-728.80,2392.87,138.15,51.15,-257.30
2024-01-01 22:00:00,-1700.24,-731.60,1358.46,671.74,763.04,-576.20
2024-01-01 23:00:00,-1700.76,-731.85,1849.64,683.55,696.72,-600.00
2024-01-02 00:00:00,-1700.57,-731.85,2093.61,683.37,468.23,-544.20
2024-01-02 01:00:00,-1700.67,-731.86,1950.68,683.41,774.96,-588.50
2024-01-02 02:00:00,-1700.73,-731.94,2071.11,683.37,782.46,-597.00
2024-01-02 03:00:00,-1700.68,-731.73,1846.88,683.39,781.31,-561.30
2024-01-02 04:00:00,-1700.62,-731.87,1391.23,683.15,770.92,-441.00
2024-01-02 05:00:00,-1700.09,-731.96,1511.84,677.64,292.41,-527.70
2024-01-02 06:00:00,-1651.35,-726.14,1343.74,397.24,98.07,-320.50
2024-01-02 07:00:00,-1210.93,-645.23,1551.45,-274.12,-302.56,-263.50
2024-01-02 08:00:00,-767.25,-637.38,1630.61,-677.61,-789.56,-192.70
2024-01-02 09:00:00,-355.05,-673.66,752.00,-669.86,-762.02,-79.40
2024-01-02 10:00:00,-35.44,-703.50,364.60,-495.04,-780.53,-311.60
2024-01-02 11:00:00,-109.45,-466.40,279.58,-674.84,-799.27,-337.40
2024-01-02 12:00:00,-329.34,-482.81,541.70,-518.39,-771.16,-583.00
2024-01-02 13:00:00,-337.55,-268.26,277.47,-456.71,-766.86,-580.10
2024-01-02 14:00:00,-615.86,-331.17,319.78,-678.83,-605.28,-388.90
2024-01-02 15:00:00,-646.56,-393.00,536.40,-698.51,-662.71,-501.50
2024-01-02 16:00:00,-646.16,-169.80,277.25,-526.16,-607.31,-557.50
2024-01-02 17:00:00,-1288.99,-664.30,474.13,-299.20,-0.68,-578.00
2024-01-02 18:00:00,-1677.71,-724.52,1821.18,-627.97,0.00,-589.60
2024-01-02 19:00:00,-1700.99,-725.04,1293.35,-700.94,0.00,-450.90
2024-01-02 20:00:00,-1701.23,-730.75,2161.03,-702.16,-0.05,-524.60
2024-01-02 21:00:00,-1701.61,-724.79,1851.22,-700.91,-0.30,-492.20
2024-01-02 22:00:00,-1701.57,-318.41,2255.24,-629.26,-746.54,-502.80
2024-01-02 23:00:00,-1701.50,-619.20,2504.68,-270.50,-800.09,-498.30
2024-01-03 00:00:00,-1700.91,-675.98,2502.90,78.93,-800.16,-543.80
2024-01-03 01:00:00,-1701.07,-271.50,2454.09,-408.16,-795.34,-473.80
2024-01-03 02:00:00,-1700.78,-697.89,2441.68,53.32,-552.33,-593.90
2024-01-03 03:00:00,-1700.97,-731.15,2427.50,242.75,-301.15,-601.20
2024-01-03 04:00:00,-1701.06,-731.27,2168.02,479.67,-144.59,-596.60
2024-01-03 05:00:00,-1701.45,-705.26,1997.76,503.37,-469.65,-514.90
2024-01-03 06:00:00,-1699.22,-332.21,1755.13,3.30,-554.99,-324.90
2024-01-03 07:00:00,-1693.18,-305.16,2127.91,-329.14,-795.10,-523.80
2024-01-03 08:00:00,-1577.09,-311.01,2316.04,-694.05,-800.15,-408.50
2024-01-03 09:00:00,-1360.42,-416.37,2388.94,-694.79,-800.35,-503.90
2024-01-03 10:00:00,-1552.37,-705.48,2514.21,-330.05,-800.29,-581.60
2024-01-03 11:00:00,-1558.87,-659.49,2496.63,-407.43,-800.29,-485.30
2024-01-03 12:00:00,-1607.59,-720.63,2493.61,-172.49,-800.26,-575.60
2024-01-03 13:00:00,-1220.79,-662.33,2105.77,-434.72,-800.56,-406.30
2024-01-03 14:00:00,-776.91,-564.37,1655.35,-696.49,-800.56,-565.60
2024-01-03 15:00:00,-467.39,-703.86,1474.70,-702.28,-799.74,-579.70
2024-01-03 16:00:00,-69.53,-469.40,597.53,-702.57,-800.91,-306.00
2024-01-03 17:00:00,-124.35,-199.42,91.96,-702.36,-800.79,-187.70
2024-01-03 18:00:00,-134.35,-242.64,325.80,-702.42,-800.72,-558.10
2024-01-03 19:00:00,-371.55,-405.30,528.66,-699.84,-800.85,-412.00
2024-01-03 20:00:00,-813.12,-673.86,998.91,-573.88,-800.73,-159.00
2024-01-03 21:00:00,-1268.27,-726.58,1045.04,-376.66,-797.54,192.50
2024-01-03 22:00:00,-1670.00,-700.45,1545.29,-362.35,-651.72,-164.70
2024-01-03 23:00:00,-1697.52,-728.95,1316.09,129.06,-651.90,-193.90
2024-01-04 00:00:00,-1697.69,-731.37,1215.27,671.31,-668.99,-441.00
2024-01-04 01:00:00,-1697.91,-731.43,1639.90,668.63,-571.06,-548.20
2024-01-04 02:00:00,-1697.90,-731.49,1763.39,683.05,-503.88,-554.70
2024-01-04 03:00:00,-1665.53,-731.56,1787.12,676.32,-598.40,-554.10
2024-01-04 04:00:00,-1223.65,-731.68,1384.46,339.23,-600.59,-508.10
2024-01-04 05:00:00,-766.31,-724.91,508.05,-8.41,-591.63,-33.20
2024-01-04 06:00:00,-351.92,-628.55,603.06,-687.67,-523.93,98.60
2024-01-04 07:00:00,-477.93,-701.56,682.02,-699.99,75.11,-119.50
2024-01-04 08:00:00,-243.14,-729.46,928.31,-580.89,-7.07,-423.50
2024-01-04 09:00:00,-188.84,-721.27,881.86,-623.62,-190.58,-7.90
2024-01-04 10:00:00,-29.64,-720.25,1019.12,-443.90,-234.05,-225.00
2024-01-04 11:00:00,-3.74,-562.41,1100.15,-22.75,-371.63,-418.50
2024-01-04 12:00:00,-17.54,-527.68,1902.01,-634.61,-313.37,-417.60
2024-01-04 13:00:00,-3.63,-509.53,989.02,-86.42,-281.40,101.20
2024-01-04 14:00:00,146.17,-708.82,743.29,444.65,-265.98,-123.10
2024-01-04 15:00:00,189.97,-684.65,762.24,544.32,193.49,-565.10
2024-01-04 16:00:00,-66.53,-692.60,1530.22,187.06,84.08,-539.00
2024-01-04 17:00:00,97.77,-604.04,711.76,671.60,34.31,-545.90
2024-01-04 18:00:00,245.37,-382.77,-420.63,681.16,707.31,-583.10
2024-01-04 19:00:00,528.87,-320.97,-383.84,614.16,133.95,-384.10
2024-01-04 20:00:00,781.57,-178.41,-869.31,681.52,115.57,-347.80
2024-01-04 21:00:00,560.39,318.22,-1340.13,674.95,46.69,-166.00
2024-01-04 22:00:00,644.59,463.03,-1694.41,678.21,-46.12,73.50
2024-01-04 23:00:00,236.67,7.87,-115.86,456.18,-0.44,-305.40
2024-01-05 00:00:00,-197.75,-491.25,951.28,572.76,-146.67,-485.00
2024-01-05 01:00:00,-603.05,-600.04,1548.07,680.69,-167.97,-505.50
2024-01-05 02:00:00,-496.25,-686.15,1250.71,683.14,-82.15,-397.90
2024-01-05 03:00:00,-219.21,-728.55,709.08,683.01,-75.36,-369.80
2024-01-05 04:00:00,5.81,-731.30,148.83,683.06,159.69,-316.50
2024-01-05 05:00:00,169.69,-731.35,-171.95,671.31,441.47,-501.30
2024-01-05 06:00:00,558.18,-731.44,418.64,94.97,10.79,-431.40
2024-01-05 07:00:00,868.87,-731.50,399.46,-402.53,194.92,-431.00
2024-01-05 08:00:00,610.27,-731.49,865.51,-559.33,-77.42,-370.20
2024-01-05 09:00:00,607.46,-731.38,757.63,-658.74,-217.80,-256.80
2024-01-05 10:00:00,555.56,-731.66,795.37,-701.35,-461.05,-342.10
2024-01-05 11:00:00,110.06,-731.67,1328.63,-702.34,-499.79,-529.10
2024-01-05 12:00:00,188.96,-731.59,1154.04,-701.70,-494.62,-543.50
2024-01-05 13:00:00,-1.34,-731.67,905.65,-667.22,-212.70,-543.50
2024-01-05 14:00:00,13.76,-731.68,456.93,-547.78,-25.56,-542.60
2024-01-05 15:00:00,-14.04,-731.65,597.65,-605.04,-89.33,-562.30
2024-01-05 16:00:00,357.76,-731.62,1144.25,-675.87,-561.45,-518.50
2024-01-05 17:00:00,480.96,-731.56,893.27,-596.76,-571.60,-560.00
2024-01-05 18:00:00,354.76,-730.81,802.64,-304.74,-613.42,-555.40
2024-01-05 19:00:00,113.66,-713.93,807.73,-80.16,-769.94,-433.40
2024-01-05 20:00:00,-118.94,-689.38,1112.97,-675.91,-350.37,-221.40
2024-01-05 21:00:00,-536.84,-506.94,826.55,-86.95,-356.07,-334.00
2024-01-05 22:00:00,-704.24,-343.66,795.72,-220.29,-177.96,-322.50
2024-01-05 23:00:00,-1086.77,-477.18,1508.97,-252.55,-787.05,-104.30
2024-01-06 00:00:00,-1418.82,-431.73,1893.43,197.47,-800.51,-408.10
2024-01-06 01:00:00,-1305.14,-535.95,2048.86,126.43,-800.46,-345.90
2024-01-06 02:00:00,-1551.39,-583.67,2092.91,455.12,-799.52,-428.90
2024-01-06 03:00:00,-1524.01,-692.60,2160.92,489.73,-800.48,-338.20
2024-01-06 04:00:00,-1525.05,-709.87,2118.32,508.45,-797.51,-421.60
2024-01-06 05:00:00,-1518.61,-729.41,2218.60,485.32,-652.27,-567.40
2024-01-06 06:00:00,-1206.37,-730.70,2199.07,56.60,-580.54,-598.00
2024-01-06 07:00:00,-944.34,-726.73,1473.94,79.82,-98.06,-577.70
2024-01-06 08:00:00,-1263.39,-730.29,1318.79,532.02,-43.70,-573.80
2024-01-06 09:00:00,-1535.43,-729.04,1718.07,355.37,-157.32,-309.70
2024-01-06 10:00:00,-1346.81,-708.82,1191.78,496.96,-135.21,-256.20
2024-01-06 11:00:00,-1112.02,-729.47,1380.14,290.89,-55.10,-512.10
2024-01-06 12:00:00,-831.20,-731.32,1033.46,590.81,-145.91,-564.90
2024-01-06 13:00:00,-805.71,-730.91,1435.88,264.48,-33.18,-601.10
2024-01-06 14:00:00,-659.83,-731.22,953.63,585.49,82.03,-601.20
2024-01-06 15:00:00,-248.13,-731.20,813.00,644.46,-60.45,-601.20
2024-01-06 16:00:00,-222.23,-731.07,2023.82,188.57,-665.01,-601.30
2024-01-06 17:00:00,-501.93,-716.66,2462.97,81.49,-796.86,-597.80
2024-01-06 18:00:00,-642.53,-528.34,2142.32,28.27,-746.16,-536.40
2024-01-06 19:00:00,-814.83,-570.20,2209.45,-88.81,-618.30,-340.90
2024-01-06 20:00:00,-1050.51,-691.74,2223.60,355.62,-430.81,-468.40
2024-01-06 21:00:00,-1459.51,-621.69,2401.18,647.62,-474.27,-545.90
2024-01-06 22:00:00,-1231.78,-587.41,2247.08,584.85,-248.23,-503.80
2024-01-06 23:00:00,-878.33,-313.81,2484.18,66.79,-640.06,-253.30
2024-01-07 00:00:00,-478.13,-590.85,2162.57,511.81,-566.14,-439.30
2024-01-07 01:00:00,-314.53,-700.79,2313.54,485.52,-726.06,-379.10
2024-01-07 02:00:00,-112.63,-658.68,2299.99,467.52,-681.44,-493.60
2024-01-07 03:00:00,-75.23,-725.80,2186.36,676.09,-668.43,-532.70
2024-01-07 04:00:00,-161.13,-731.21,2251.04,590.41,-772.52,-328.10
2024-01-07 05:00:00,-305.93,-731.07,2255.82,624.85,-507.71,-534.10
2024-01-07 06:00:00,-282.93,-731.14,2234.34,639.82,-416.61,-535.10
2024-01-07 07:00:00,-338.44,-731.13,2499.98,180.48,-152.96,-516.30
2024-01-07 08:00:00,-369.95,-728.89,2327.88,586.86,-417.53,-455.60
2024-01-07 09:00:00,-128.55,-691.05,1999.30,467.49,-603.37,-305.40
2024-01-07 10:00:00,-144.35,-638.22,1927.63,415.68,-684.79,-360.60
2024-01-07 11:00:00,-113.25,-689.11,2167.44,570.65,-769.41,-449.50
2024-01-07 12:00:00,-29.55,-678.06,1926.36,680.49,-800.10,-377.30
2024-01-07 13:00:00,-18.75,-710.48,2017.91,681.55,-796.90,-477.40
2024-01-07 14:00:00,-183.35,-680.94,1874.14,621.11,-610.79,-386.30
2024-01-07 15:00:00,-339.05,-723.61,1653.75,681.43,-251.10,-486.90
2024-01-07 16:00:00,-129.05,-719.49,1524.43,672.31,-465.92,-427.60
2024-01-07 17:00:00,-459.25,-564.30,2117.31,169.06,-793.60,-334.60
2024-01-07 18:00:00,-642.25,-558.66,1997.71,510.09,-800.07,-490.00
2024-01-07 19:00:00,-47.43,-406.24,1235.34,389.00,-776.23,-469.30
2024-01-07 20:00:00,-22.23,-480.00,657.02,676.43,-771.47,-310.90
2024-01-07 21:00:00,-215.13,-337.51,449.31,682.59,-574.14,-222.30
2024-01-07 22:00:00,-14.73,-299.58,-13.52,669.80,-530.75,78.90
2024-01-07 23:00:00,-204.43,-317.06,148.54,673.63,-717.21,486.70
2024-01-08 00:00:00,-463.73,-689.82,1229.56,253.57,-754.06,496.40
2024-01-08 01:00:00,-612.64,-725.97,1208.44,664.91,-721.11,561.40
2024-01-08 02:00:00,-445.34,-730.27,1512.22,677.17,-720.61,218.70
2024-01-08 03:00:00,-616.95,-727.10,1877.56,675.07,-718.15,55.60
2024-01-08 04:00:00,-612.55,-667.29,2006.59,397.95,-377.97,-95.10
2024-01-08 05:00:00,-52.23,-556.09,1277.09,669.27,-1.40,-548.50
2024-01-08 06:00:00,-563.85,-718.43,1692.11,682.72,315.09,-575.50
2024-01-08 07:00:00,-877.95,-730.86,2273.25,682.70,223.98,-574.00
2024-01-08 08:00:00,-894.95,-731.12,2521.10,682.64,21.65,-573.20
2024-01-08 09:00:00,-513.45,-731.34,2295.93,646.38,-2.03,-572.50
2024-01-08 10:00:00,-558.65,-731.50,2343.67,681.60,-1.05,-565.60
2024-01-08 11:00:00,-595.65,-731.52,2460.75,682.64,62.12,-568.00
2024-01-08 12:00:00,-303.05,-731.54,2367.30,682.62,100.50,-565.00
2024-01-08 13:00:00,178.16,-731.42,1821.57,682.70,166.55,-564.20
2024-01-08 14:00:00,156.87,-731.41,2467.37,682.58,-615.85,-566.30
2024-01-08 15:00:00,128.97,-731.43,1857.66,682.62,131.17,-575.00
2024-01-08 16:00:00,183.77,-712.43,1617.21,682.53,391.67,-578.00
2024-01-08 17:00:00,160.76,-419.09,1306.14,682.43,308.72,-574.70
2024-01-08 18:00:00,416.47,-52.81,1092.11,682.55,-270.22,-534.40
2024-01-08 19:00:00,516.47,278.26,730.38,682.65,-603.08,-398.80
2024-01-08 20:00:00,804.67,480.65,408.07,682.75,-559.50,-432.20
2024-01-08 21:00:00,772.67,628.26,-130.85,674.51,-178.32,-450.80
2024-01-08 22:00:00,548.37,616.11,197.50,274.61,-46.05,-327.60
2024-01-08 23:00:00,1068.08,648.68,-1027.24,673.84,409.67,-305.80
2024-01-09 00:00:00,1406.04,711.50,-1675.26,681.50,537.13,-226.70
2024-01-09 01:00:00,1139.23,715.76,-1188.74,618.00,563.76,-410.60
2024-01-09 02:00:00,1284.18,715.93,-1571.61,579.09,565.04,-152.70
2024-01-09 03:00:00,1537.59,715.84,-2117.68,679.38,590.88,-23.20
2024-01-09 04:00:00,1431.42,716.05,-1947.77,615.48,708.46,-232.20
2024-01-09 05:00:00,1418.06,716.03,-1771.25,681.32,777.75,-510.80
2024-01-09 06:00:00,1572.18,704.95,-1560.51,682.76,767.20,-561.40
2024-01-09 07:00:00,1648.58,521.13,-588.60,682.78,36.26,-564.10
2024-01-09 08:00:00,1649.73,614.41,-818.58,682.76,181.27,-560.50
2024-01-09 09:00:00,1578.91,568.07,-814.10,682.71,278.97,-531.10
2024-01-09 10:00:00,1593.16,493.19,-884.85,682.60,145.91,-518.20
2024-01-09 11:00:00,1628.96,-29.81,-905.57,682.75,550.13,-555.00
2024-01-09 12:00:00,1609.91,121.09,-942.10,682.60,515.82,-561.50
2024-01-09 13:00:00,1609.65,309.39,-1488.66,682.75,776.71,-563.10
2024-01-09 14:00:00,1621.17,652.94,-1858.01,682.83,783.21,-585.80
2024-01-09 15:00:00,1644.97,340.00,-1454.35,682.73,778.94,-568.20
2024-01-09 16:00:00,1612.19,222.81,-886.28,682.61,584.52,-565.40
2024-01-09 17:00:00,1650.90,348.05,-1015.30,682.77,456.53,-564.30
2024-01-09 18:00:00,1653.45,690.93,-1502.69,682.79,480.43,-544.80
2024-01-09 19:00:00,1653.98,607.42,-1517.60,682.64,369.64,-555.70
2024-01-09 20:00:00,1652.24,532.46,-1990.22,682.72,774.60,-472.20
2024-01-09 21:00:00,1630.64,703.07,-2254.68,682.73,783.31,-379.20
2024-01-09 22:00:00,1652.17,715.67,-2194.66,682.66,782.73,-565.30
2024-01-09 23:00:00,1652.31,715.86,-2417.01,682.87,782.73,-295.00
2024-01-10 00:00:00,1653.20,715.90,-2359.23,678.05,782.24,-249.50
2024-01-10 01:00:00,1642.46,715.93,-2397.77,447.14,754.32,74.70
2024-01-10 02:00:00,1646.58,715.91,-2460.32,501.28,753.71,92.30
2024-01-10 03:00:00,1648.93,715.93,-2501.04,678.96,754.01,5.90
2024-01-10 04:00:00,1564.47,715.93,-2436.35,682.80,766.25,-37.10
2024-01-10 05:00:00,982.64,716.02,-1332.70,682.94,775.27,-426.50
2024-01-10 06:00:00,984.34,716.02,-583.55,682.76,440.62,-541.20
2024-01-10 07:00:00,1148.78,700.26,-365.26,682.81,32.40,-549.50
2024-01-10 08:00:00,1118.77,446.49,-337.30,682.75,44.86,-466.30
2024-01-10 09:00:00,1027.73,330.41,-321.41,682.62,355.27,-556.00
2024-01-10 10:00:00,1141.78,281.42,-632.44,682.70,517.61,-559.90
2024-01-10 11:00:00,1148.19,283.39,-258.40,682.67,44.13,-550.80
2024-01-10 12:00:00,1155.08,555.76,-733.24,682.55,206.36,-435.30
2024-01-10 13:00:00,1555.83,666.91,-1760.22,682.66,771.49,-458.10
2024-01-10 14:00:00,1647.86,712.87,-1886.64,682.64,783.28,-550.40
2024-01-10 15:00:00,1652.93,715.66,-1828.68,682.38,776.97,-525.80
2024-01-10 16:00:00,1653.28,715.75,-1604.56,670.06,487.03,-391.80
2024-01-10 17:00:00,1652.93,715.84,-1830.26,653.81,477.69,-354.60
2024-01-10 18:00:00,1653.39,716.04,-1882.75,681.91,153.58,-298.00
2024-01-10 19:00:00,1653.03,715.99,-1910.57,682.61,85.18,-436.50
2024-01-10 20:00:00,1647.59,716.01,-1905.97,682.57,18.48,-470.70
2024-01-10 21:00:00,1653.39,715.93,-2200.14,682.20,128.98,-502.80
2024-01-10 22:00:00,1652.34,697.73,-2433.37,655.68,241.46,-358.50
2024-01-10 23:00:00,1621.08,453.85,-2391.12,288.26,719.74,-314.00
2024-01-11 00:00:00,1368.72,696.20,-2014.62,27.43,537.45,-102.10
2024-01-11 01:00:00,1575.30,715.42,-2052.34,151.23,220.83,25.70
2024-01-11 02:00:00,1589.17,715.49,-2212.66,114.45,300.28,71.10
2024-01-11 03:00:00,1471.92,715.70,-2489.67,529.89,357.16,78.90
2024-01-11 04:00:00,1588.20,715.77,-2505.29,441.35,717.95,-131.70
2024-01-11 05:00:00,1649.48,715.83,-2338.35,230.26,782.04,-120.70
2024-01-11 06:00:00,1647.16,715.84,-1602.20,55.45,782.65,-317.10
2024-01-11 07:00:00,1530.51,715.80,-1422.47,-17.58,757.81,-32.00
2024-01-11 08:00:00,1149.55,715.71,-1021.23,139.16,673.37,-131.60
2024-01-11 09:00:00,1149.83,715.80,-903.49,613.50,8.07,-184.00
2024-01-11 10:00:00,1150.42,715.49,-1314.57,663.99,-22.42,51.00
2024-01-11 11:00:00,1139.51,709.28,-1130.52,357.48,41.27,-54.80
2024-01-11 12:00:00,1084.71,705.52,-1233.51,426.85,265.77,-137.50
2024-01-11 13:00:00,1145.70,689.73,-1608.18,651.10,93.82,-4.60
2024-01-11 14:00:00,1150.78,360.32,-1613.55,609.12,298.63,121.60
2024-01-11 15:00:00,1560.56,-583.64,-708.38,661.36,381.40,-200.20
2024-01-11 16:00:00,1633.59,-59.22,-643.78,462.09,215.20,-246.30
2024-01-11 17:00:00,1610.15,156.44,-884.82,377.45,83.50,-67.20
2024-01-11 18:00:00,1625.26,458.40,-1210.82,345.74,-84.66,37.80
2024-01-11 19:00:00,1632.77,683.85,-1317.58,581.31,5.33,-385.40
2024-01-11 20:00:00,1652.32,714.43,-1786.81,637.03,297.46,-267.30
2024-01-11 21:00:00,1653.53,715.60,-2437.33,654.83,637.83,-103.60
2024-01-11 22:00:00,1653.58,715.64,-2339.19,678.08,780.52,-471.20
2024-01-11 23:00:00,1653.91,715.70,-2402.49,663.13,779.06,-416.30
2024-01-12 00:00:00,1654.07,715.78,-2260.38,679.49,584.64,-460.80
2024-01-12 01:00:00,1654.02,714.20,-2493.92,515.05,535.88,-538.90
2024-01-12 02:00:00,1653.87,685.88,-2360.55,676.89,373.35,-535.50
2024-01-12 03:00:00,1625.58,671.26,-2506.65,545.91,500.31,-538.20
2024-01-12 04:00:00,1486.22,712.78,-2483.10,416.92,666.55,-539.70
2024-01-12 05:00:00,1581.34,716.00,-2428.68,261.82,761.09,-539.00
2024-01-12 06:00:00,1648.97,716.04,-2439.55,331.17,715.46,-506.70
2024-01-12 07:00:00,1653.68,702.51,-2010.19,110.79,486.69,-345.20
2024-01-12 08:00:00,1653.49,512.45,-1976.88,275.60,214.94,-176.50
2024-01-12 09:00:00,1648.53,598.25,-1479.62,38.30,-57.25,-318.10
2024-01-12 10:00:00,1633.78,692.41,-1400.21,-148.85,-138.18,-400.60
2024-01-12 11:00:00,1650.72,713.93,-1528.72,-69.78,-242.37,-392.50
2024-01-12 12:00:00,1653.34,714.92,-1605.98,-131.26,-62.05,-393.70
2024-01-12 13:00:00,1653.23,714.84,-1812.46,-85.27,-1.27,-205.40
2024-01-12 14:00:00,1629.08,714.73,-1795.91,-106.06,-0.06,-244.80
2024-01-12 15:00:00,1451.27,714.55,-1639.02,80.14,-3.52,-413.30
2024-01-12 16:00:00,1349.09,709.40,-459.04,-563.79,-111.25,-506.20
2024-01-12 17:00:00,1624.72,714.26,-1436.61,-160.75,-122.83,-401.20
2024-01-12 18:00:00,1630.98,711.43,-1913.07,-259.96,-250.77,-334.10
2024-01-12 19:00:00,1375.69,665.45,-1805.60,154.26,-402.75,-447.50
2024-01-12 20:00:00,1421.07,711.44,-2015.64,433.84,-651.66,-535.10
2024-01-12 21:00:00,1077.56,708.94,-1477.84,-217.30,-550.91,-503.20
2024-01-12 22:00:00,913.71,678.92,-1351.38,-551.55,-547.98,-403.10
2024-01-12 23:00:00,1035.47,141.01,-722.50,-698.29,-659.71,-499.60
2024-01-13 00:00:00,358.15,-112.37,-532.98,-653.34,-683.65,-118.80
2024-01-13 01:00:00,-0.68,-443.88,14.56,-701.47,-749.19,-65.60
2024-01-13 02:00:00,-399.07,-335.10,109.46,-702.58,-751.56,28.60
2024-01-13 03:00:00,-695.26,-40.10,17.04,-702.64,-799.21,211.90
2024-01-13 04:00:00,-1013.27,178.11,79.83,-697.99,-790.94,255.10
2024-01-13 05:00:00,-1394.70,279.81,13.18,-486.92,-798.72,252.50
2024-01-13 06:00:00,-1377.58,251.91,-141.43,-686.20,-722.85,409.80
2024-01-13 07:00:00,-1149.72,-360.00,52.71,-702.48,-798.73,559.20
2024-01-13 08:00:00,-832.41,-493.81,34.87,-702.68,-800.34,334.20
2024-01-13 09:00:00,-888.82,-44.04,-182.27,-702.49,-800.65,26.30
2024-01-13 10:00:00,-1063.41,-201.97,40.11,-702.51,-800.45,-101.90
2024-01-13 11:00:00,-1313.97,-591.71,689.26,-702.52,-800.67,-24.40
2024-01-13 12:00:00,-1624.21,-689.22,743.06,-702.47,-800.76,277.60
2024-01-13 13:00:00,-1528.60,-675.36,834.12,-702.45,-800.59,109.80
2024-01-13 14:00:00,-1542.72,-222.99,843.93,-702.43,-800.67,-247.10
2024-01-13 15:00:00,-1230.18,-154.37,826.63,-702.46,-800.53,-466.20
2024-01-13 16:00:00,-858.82,-2.65,567.55,-702.47,-800.54,-506.50
2024-01-13 17:00:00,-739.83,24.21,534.41,-702.51,-800.69,-483.80
2024-01-13 18:00:00,-608.35,-519.93,561.83,-702.34,-800.68,-311.40
2024-01-13 19:00:00,-762.15,-511.70,545.39,-702.59,-800.84,157.90
2024-01-13 20:00:00,-903.35,-301.86,557.57,-702.38,-800.77,254.80
2024-01-13 21:00:00,-1106.25,-173.03,529.70,-700.19,-800.66,568.40
2024-01-13 22:00:00,-1114.87,-298.66,617.39,-584.12,-799.75,586.20
2024-01-13 23:00:00,-1325.83,-284.38,1091.80,-545.37,-800.45,550.00
2024-01-14 00:00:00,-1182.60,-511.81,1224.05,-420.72,-800.45,426.10
2024-01-14 01:00:00,-1338.19,-518.30,1813.89,-487.98,-800.41,174.10
2024-01-14 02:00:00,-1323.38,-635.80,1883.81,-396.48,-800.46,167.60
2024-01-14 03:00:00,-954.95,-567.02,1777.05,-626.31,-800.62,89.60
2024-01-14 04:00:00,-708.25,-162.58,1017.22,-550.66,-800.64,33.20
2024-01-14 05:00:00,-417.14,-140.77,561.00,-506.57,-800.58,180.20
2024-01-14 06:00:00,-43.34,-327.31,647.54,-689.84,-800.57,105.60
2024-01-14 07:00:00,-112.04,-578.59,789.27,-629.29,-800.52,129.60
2024-01-14 08:00:00,-68.04,-183.07,490.64,-609.01,-799.15,-170.70
2024-01-14 09:00:00,20.66,-375.85,352.39,-672.93,-732.80,-80.50
2024-01-14 10:00:00,-125.04,-708.11,647.02,-519.24,-770.46,-250.40
2024-01-14 11:00:00,-464.94,-731.16,475.46,141.48,-799.88,-447.20
2024-01-14 12:00:00,-119.24,-716.02,738.26,-459.69,-799.93,-521.70
2024-01-14 13:00:00,-273.24,-586.50,800.25,-415.97,-770.44,-523.10
2024-01-14 14:00:00,-313.64,-489.74,651.66,-602.89,-731.52,-306.70
2024-01-14 15:00:00,-450.94,-249.17,872.07,-658.96,-730.57,-420.50
2024-01-14 16:00:00,-243.84,-213.89,816.53,-698.83,-732.03,-254.40
2024-01-14 17:00:00,-356.84,-271.10,1029.95,-681.50,-799.11,-377.80
2024-01-14 18:00:00,-267.24,-673.14,981.87,-288.02,-800.55,-366.50
2024-01-14 19:00:00,-586.14,-375.31,711.46,-253.77,-800.74,60.00
2024-01-14 20:00:00,-426.24,-546.89,783.58,-510.11,-800.71,214.70
