time,load_mw,wind_onshore_pu,wind_offshore_pu,solar_pu
2021-12-31 23:00:00,1415.515970,0.439247,0.836910,0.000031
2022-01-01 00:00:00,1394.053974,0.508468,0.882786,0.000032
2022-01-01 01:00:00,1342.591957,0.488760,0.905763,0.000028
2022-01-01 02:00:00,1292.588152,0.387402,0.828430,0.000037
2022-01-01 03:00:00,1261.539797,0.363062,0.668889,0.000028
2022-01-01 04:00:00,1231.718454,0.368067,0.645391,0.000024
2022-01-01 05:00:00,1273.258631,0.401987,0.646749,0.000024
2022-01-01 06:00:00,1308.523935,0.370563,0.668173,0.000032
2022-01-01 07:00:00,1344.554519,0.274949,0.669194,0.000217
2022-01-01 08:00:00,1402.060685,0.246313,0.590927,0.006525
2022-01-01 09:00:00,1488.336234,0.175801,0.519345,0.025085
2022-01-01 10:00:00,1531.795263,0.181466,0.407056,0.032445
2022-01-01 11:00:00,1565.336631,0.205742,0.296070,0.032440
2022-01-01 12:00:00,1595.000589,0.210870,0.259163,0.022472
2022-01-01 13:00:00,1587.297448,0.169629,0.166895,0.014390
2022-01-01 14:00:00,1612.215805,0.127287,0.092520,0.001163
2022-01-01 15:00:00,1721.018780,0.148366,0.162477,0.000040
2022-01-01 16:00:00,1815.607132,0.211251,0.209056,0.000048
2022-01-01 17:00:00,1805.989642,0.339243,0.329630,0.000050
2022-01-01 18:00:00,1736.294027,0.481771,0.607073,0.000036
2022-01-01 19:00:00,1654.358885,0.555360,0.839616,0.000036
2022-01-01 20:00:00,1575.679502,0.595442,0.932091,0.000026
2022-01-01 21:00:00,1494.755466,0.549576,0.957116,0.000023
2022-01-01 22:00:00,1410.956368,0.516012,0.953578,0.000023
2022-01-01 23:00:00,1348.132008,0.377989,0.943731,0.000028
2022-01-02 00:00:00,1285.696053,0.448042,0.950044,0.000021
2022-01-02 01:00:00,1285.686314,0.543537,0.952300,0.000025
2022-01-02 02:00:00,1268.820461,0.418913,0.961154,0.000027
2022-01-02 03:00:00,1255.974129,0.521134,0.942650,0.000030
2022-01-02 04:00:00,1266.469165,0.491837,0.910369,0.000035
2022-01-02 05:00:00,1306.761610,0.467686,0.858489,0.000034
2022-01-02 06:00:00,1380.398382,0.447534,0.869853,0.000037
2022-01-02 07:00:00,1480.567730,0.478387,0.918801,0.000043
2022-01-02 08:00:00,1579.724453,0.483342,0.929187,0.002622
2022-01-02 09:00:00,1678.917706,0.469663,0.951125,0.006758
2022-01-02 10:00:00,1708.022934,0.438313,0.884438,0.009155
2022-01-02 11:00:00,1731.678810,0.367241,0.830973,0.015463
2022-01-02 12:00:00,1729.983100,0.320743,0.547566,0.010504
2022-01-02 13:00:00,1747.834558,0.337238,0.368532,0.007939
2022-01-02 14:00:00,1769.967351,0.379533,0.445761,0.001222
2022-01-02 15:00:00,1872.394789,0.386409,0.665198,0.000040
2022-01-02 16:00:00,1990.560527,0.502452,0.805486,0.000050
2022-01-02 17:00:00,1974.194847,0.578493,0.931318,0.000045
2022-01-02 18:00:00,1848.390328,0.694172,0.958373,0.000039
2022-01-02 19:00:00,1749.947627,0.705882,0.976877,0.000034
2022-01-02 20:00:00,1676.505137,0.698406,0.975019,0.000042
2022-01-02 21:00:00,1560.110924,0.640372,0.968850,0.000044
2022-01-02 22:00:00,1482.157889,0.545923,0.948551,0.000041
2022-01-02 23:00:00,1394.728789,0.412332,0.748043,0.000037
2022-01-03 00:00:00,1319.251733,0.378630,0.558343,0.000036
2022-01-03 01:00:00,1268.369258,0.308760,0.434743,0.000032
2022-01-03 02:00:00,1249.081029,0.328052,0.295567,0.000031
2022-01-03 03:00:00,1297.576542,0.446572,0.506472,0.000027
2022-01-03 04:00:00,1414.698822,0.522429,0.788106,0.000034
2022-01-03 05:00:00,1599.897918,0.587004,0.865385,0.000037
2022-01-03 06:00:00,1814.706172,0.500289,0.909421,0.000054
2022-01-03 07:00:00,1932.670125,0.466918,0.919023,0.000521
2022-01-03 08:00:00,1977.586639,0.621266,0.903742,0.011820
2022-01-03 09:00:00,2027.531603,0.646357,0.956290,0.032304
2022-01-03 10:00:00,2041.961357,0.666111,0.968958,0.043098
2022-01-03 11:00:00,2013.203896,0.675029,0.957209,0.065992
2022-01-03 12:00:00,1994.622382,0.678013,0.962778,0.063157
2022-01-03 13:00:00,1964.114437,0.679960,0.929945,0.047963
2022-01-03 14:00:00,1961.904125,0.704243,0.951242,0.010028
2022-01-03 15:00:00,2046.566149,0.692401,0.935031,0.000083
2022-01-03 16:00:00,2188.571138,0.745548,0.942174,0.000050
2022-01-03 17:00:00,2125.626835,0.745944,0.923377,0.000050
2022-01-03 18:00:00,1965.831386,0.734508,0.871247,0.000043
2022-01-03 19:00:00,1857.744349,0.720796,0.901697,0.000045
