time,load_mw,wind_onshore_pu,wind_offshore_pu,solar_pu
2018-12-31 23:00:00,2250.207764,0.691845,0.538439,0.000000
2019-01-01 00:00:00,2182.800781,0.721530,0.575582,0.000000
2019-01-01 01:00:00,2164.288086,0.695821,0.238967,0.000000
2019-01-01 02:00:00,2109.947998,0.689096,0.232329,0.000000
2019-01-01 03:00:00,2083.668945,0.670096,0.226578,0.000000
2019-01-01 04:00:00,2105.720947,0.649334,0.224394,0.000000
2019-01-01 05:00:00,2119.425293,0.717804,0.221979,0.000000
2019-01-01 06:00:00,2208.502686,0.722242,0.224064,0.000000
2019-01-01 07:00:00,2289.313965,0.698101,0.228607,0.000000
2019-01-01 08:00:00,2342.314941,0.777327,0.227184,0.022857
2019-01-01 09:00:00,2454.776855,0.751477,0.225111,0.089524
2019-01-01 10:00:00,2484.070313,0.688035,0.472289,0.154286
2019-01-01 11:00:00,2520.289307,0.683451,0.471939,0.182857
2019-01-01 12:00:00,2537.084229,0.761545,0.206963,0.148571
2019-01-01 13:00:00,2515.121338,0.830479,0.191365,0.085714
2019-01-01 14:00:00,2431.857422,0.794535,0.202337,0.022857
2019-01-01 15:00:00,2725.832275,0.770135,0.475532,0.001905
2019-01-01 16:00:00,2813.756592,0.848938,0.486924,0.000000
2019-01-01 17:00:00,2870.863281,0.875332,0.491764,0.000000
2019-01-01 18:00:00,2782.317627,0.848449,0.190376,0.000000
2019-01-01 19:00:00,2662.238037,0.822545,0.201369,0.000000
2019-01-01 20:00:00,2475.885498,0.763204,0.209097,0.000000
2019-01-01 21:00:00,2401.986084,0.700380,0.219735,0.000000
2019-01-01 22:00:00,2205.978027,0.658247,0.224391,0.000000
2019-01-01 23:00:00,2108.695313,0.608630,0.224376,0.000000
2019-01-02 00:00:00,2054.344238,0.592383,0.225659,0.000000
2019-01-02 01:00:00,2054.984863,0.589355,0.216902,0.000000
2019-01-02 02:00:00,2046.423340,0.570776,0.220335,0.000000
2019-01-02 03:00:00,2088.745361,0.541397,0.218506,0.000000
2019-01-02 04:00:00,2214.416748,0.613268,0.224582,0.000000
2019-01-02 05:00:00,2493.316162,0.668100,0.218435,0.000000
2019-01-02 06:00:00,2760.327393,0.603416,0.561865,0.001905
2019-01-02 07:00:00,2916.403564,0.550128,0.575845,0.001905
2019-01-02 08:00:00,2986.752441,0.504511,0.569196,0.041905
2019-01-02 09:00:00,2950.931152,0.454492,0.548030,0.169524
2019-01-02 10:00:00,2927.813965,0.399784,0.505154,0.276190
2019-01-02 11:00:00,2842.082031,0.357813,0.499643,0.318095
2019-01-02 12:00:00,2835.694336,0.274134,0.462164,0.278095
2019-01-02 13:00:00,2777.071045,0.206026,0.408893,0.163810
2019-01-02 14:00:00,2775.795654,0.145992,0.369629,0.032381
2019-01-02 15:00:00,2890.525146,0.110859,0.401927,0.001905
2019-01-02 16:00:00,3149.721924,0.079886,0.366473,0.000000
2019-01-02 17:00:00,3044.899658,0.061978,0.425513,0.000000
2019-01-02 18:00:00,2832.843994,0.050900,0.423029,0.000000
2019-01-02 19:00:00,2634.363281,0.047141,0.267989,0.000000
2019-01-02 20:00:00,2467.076904,0.050449,0.179518,0.000000
2019-01-02 21:00:00,2286.972656,0.053459,0.288623,0.000000
2019-01-02 22:00:00,2127.761230,0.063387,0.396312,0.000000
2019-01-02 23:00:00,2045.398682,0.066847,0.429524,0.000000
2019-01-03 00:00:00,2000.334351,0.069274,0.502751,0.000000
2019-01-03 01:00:00,1994.192749,0.076298,0.515042,0.000000
2019-01-03 02:00:00,2018.895630,0.087294,0.513364,0.000000
2019-01-03 03:00:00,2063.802002,0.100335,0.479848,0.000000
2019-01-03 04:00:00,2170.048340,0.106569,0.365542,0.000000
2019-01-03 05:00:00,2532.776123,0.118898,0.295386,0.000000
2019-01-03 06:00:00,2941.181885,0.127203,0.299938,0.000000
2019-01-03 07:00:00,3104.420898,0.120920,0.227741,0.001905
2019-01-03 08:00:00,3106.901123,0.100802,0.199091,0.041905
2019-01-03 09:00:00,3123.090820,0.074039,0.170273,0.137143
2019-01-03 10:00:00,3087.285645,0.052955,0.136833,0.192381
2019-01-03 11:00:00,3017.243408,0.040359,0.108022,0.175238
2019-01-03 12:00:00,3052.403320,0.046309,0.110740,0.135238
2019-01-03 13:00:00,3003.635498,0.050712,0.107438,0.066667
2019-01-03 14:00:00,2963.229736,0.065705,0.134130,0.015238
2019-01-03 15:00:00,3094.250000,0.107360,0.136235,0.001905
2019-01-03 16:00:00,3341.665283,0.156618,0.151041,0.000000
2019-01-03 17:00:00,3194.334717,0.223621,0.234621,0.000000
2019-01-03 18:00:00,2986.066650,0.259155,0.291685,0.000000
2019-01-03 19:00:00,2782.331543,0.316462,0.302987,0.000000
2019-01-03 20:00:00,2621.499023,0.401333,0.405783,0.000000
2019-01-03 21:00:00,2412.408447,0.464046,0.488221,0.000000
2019-01-03 22:00:00,2223.058350,0.515903,0.505799,0.001905
2019-01-03 23:00:00,2112.336914,0.580558,0.504570,0.000000
2019-01-04 00:00:00,2098.512695,0.623379,0.514887,0.000000
2019-01-04 01:00:00,2063.893799,0.669414,0.570950,0.000000
2019-01-04 02:00:00,2072.802002,0.675514,0.554630,0.000000
2019-01-04 03:00:00,2128.033203,0.675137,0.562477,0.000000
2019-01-04 04:00:00,2302.617676,0.664437,0.561545,0.000000
2019-01-04 05:00:00,2623.818604,0.629446,0.536839,0.000000
2019-01-04 06:00:00,3204.633789,0.551290,0.452354,0.000000
2019-01-04 07:00:00,3388.804688,0.528761,0.207546,0.000000
2019-01-04 08:00:00,3390.280273,0.487382,0.347060,0.007619
2019-01-04 09:00:00,3374.672363,0.566403,0.455546,0.040000
2019-01-04 10:00:00,3365.431641,0.604501,0.434876,0.089524
2019-01-04 11:00:00,3066.049316,0.696873,0.548828,0.095238
2019-01-04 12:00:00,3024.451904,0.740590,0.568029,0.066667
2019-01-04 13:00:00,3042.550049,0.774705,0.570900,0.032381
2019-01-04 14:00:00,3097.908936,0.775869,0.572279,0.005714
2019-01-04 15:00:00,3244.799072,0.674713,0.480300,0.001905
2019-01-04 16:00:00,3422.371338,0.744793,0.421791,0.000000
2019-01-04 17:00:00,3289.419434,0.743448,0.543603,0.000000
2019-01-04 18:00:00,3039.605713,0.735967,0.578136,0.000000
2019-01-04 19:00:00,2674.469238,0.745876,0.575738,0.000000
2019-01-04 20:00:00,2479.526367,0.765324,0.575684,0.000000
2019-01-04 21:00:00,2403.522461,0.733954,0.579670,0.000000
2019-01-04 22:00:00,2202.841064,0.696064,0.576069,0.000000
2019-01-04 23:00:00,2071.252686,0.661486,0.568132,0.000000
2019-01-05 00:00:00,1917.698120,0.625941,0.570796,0.000000
2019-01-05 01:00:00,1898.741455,0.604592,0.554940,0.000000
2019-01-05 02:00:00,2041.845581,0.577544,0.522147,0.000000
2019-01-05 03:00:00,1952.997559,0.566089,0.460865,0.000000
2019-01-05 04:00:00,1934.138306,0.517176,0.452979,0.000000
2019-01-05 05:00:00,2031.795288,0.437689,0.427299,0.000000
2019-01-05 06:00:00,2183.860840,0.351094,0.537978,0.000000
2019-01-05 07:00:00,2344.408447,0.270510,0.505211,0.000000
2019-01-05 08:00:00,2417.443848,0.187813,0.395153,0.019048
2019-01-05 09:00:00,2439.513184,0.115830,0.397407,0.078095
2019-01-05 10:00:00,2393.683105,0.058107,0.389031,0.125714
2019-01-05 11:00:00,2326.014893,0.034565,0.284734,0.137143
2019-01-05 12:00:00,2308.778320,0.033289,0.204622,0.142857
2019-01-05 13:00:00,2321.061768,0.031946,0.187968,0.076190
2019-01-05 14:00:00,2397.978516,0.021719,0.179678,0.020952
2019-01-05 15:00:00,2584.992920,0.011960,0.142357,0.005714
2019-01-05 16:00:00,2856.205078,0.005118,0.141062,0.000000
